region,annee,classe_age,sexe,population,taux_natalite_mille,taux_mortalite_mille,taux_alphabetisation
Littoral,2020,65+,M,83790,0,5,82.7
Littoral,2020,65+,F,87210,0,5,81.0
Littoral,2021,0-14,M,1221006,0,2,0.0
Littoral,2021,0-14,F,1270843,0,2,0.0
Littoral,2021,15-24,M,567910,35,1,63.9
Littoral,2021,15-24,F,591090,35,1,84.6
Littoral,2021,25-34,M,397537,25,1,78.9
Littoral,2021,25-34,F,413763,25,1,73.0
Littoral,2021,35-44,M,283955,0,1,60.3
Littoral,2021,35-44,F,295545,0,1,64.1
Littoral,2021,45-54,M,170373,0,1,60.5
Littoral,2021,45-54,F,177327,0,1,81.2
Littoral,2021,55-64,M,113582,0,1,73.9
Littoral,2021,55-64,F,118218,0,1,65.1
Littoral,2021,65+,M,85186,0,5,68.5
Littoral,2021,65+,F,88663,0,5,79.5
Littoral,2022,0-14,M,1241023,0,2,0.0
Littoral,2022,0-14,F,1291677,0,2,0.0
Littoral,2022,15-24,M,577220,35,1,77.6
Littoral,2022,15-24,F,600780,35,1,65.7
Littoral,2022,25-34,M,404054,25,1,75.4
Littoral,2022,25-34,F,420546,25,1,67.3
Littoral,2022,35-44,M,288610,0,1,74.4
Littoral,2022,35-44,F,300390,0,1,65.2
Littoral,2022,45-54,M,173166,0,1,67.3
Littoral,2022,45-54,F,180234,0,1,60.7
Littoral,2022,55-64,M,115444,0,1,63.0
Littoral,2022,55-64,F,120156,0,1,79.9
Littoral,2022,65+,M,86583,0,5,75.0
Littoral,2022,65+,F,90117,0,5,60.7
Littoral,2023,0-14,M,1261039,0,2,0.0
Littoral,2023,0-14,F,1312510,0,2,0.0
Littoral,2023,15-24,M,586530,35,1,65.1
Littoral,2023,15-24,F,610470,35,1,79.4
Littoral,2023,25-34,M,410571,25,1,64.0
Littoral,2023,25-34,F,427329,25,1,67.9
Littoral,2023,35-44,M,293265,0,1,71.6
Littoral,2023,35-44,F,305235,0,1,77.7
Littoral,2023,45-54,M,175959,0,1,62.4
Littoral,2023,45-54,F,183141,0,1,81.2
Littoral,2023,55-64,M,117306,0,1,79.9
Littoral,2023,55-64,F,122094,0,1,69.3
Littoral,2023,65+,M,87979,0,5,73.0
Littoral,2023,65+,F,91570,0,5,74.9
Nord,2000,0-14,M,526750,0,2,0.0
Nord,2000,0-14,F,548250,0,2,0.0
Nord,2000,15-24,M,245000,35,1,79.3
Nord,2000,15-24,F,255000,35,1,66.7
Nord,2000,25-34,M,171500,25,1,77.7
Nord,2000,25-34,F,178500,25,1,64.5
Nord,2000,35-44,M,122500,0,1,81.0
Nord,2000,35-44,F,127500,0,1,72.0
Nord,2000,45-54,M,73500,0,1,68.6
Nord,2000,45-54,F,76500,0,1,66.3
Nord,2000,55-64,M,49000,0,1,74.5
Nord,2000,55-64,F,51000,0,1,61.2
Nord,2000,65+,M,36750,0,5,68.0
Nord,2000,65+,F,38250,0,5,62.1
Nord,2001,0-14,M,539918,0,2,0.0
Nord,2001,0-14,F,561956,0,2,0.0
Nord,2001,15-24,M,251125,35,1,77.0
Nord,2001,15-24,F,261375,35,1,68.4
Nord,2001,25-34,M,175787,25,1,73.6
Nord,2001,25-34,F,182962,25,1,64.3
Nord,2001,35-44,M,125562,0,1,74.6
Nord,2001,35-44,F,130687,0,1,83.6
Nord,2001,45-54,M,75337,0,1,75.5
Nord,2001,45-54,F,78412,0,1,72.1
Nord,2001,55-64,M,50225,0,1,70.6
Nord,2001,55-64,F,52275,0,1,78.3
Nord,2001,65+,M,37668,0,5,61.3
Nord,2001,65+,F,39206,0,5,82.6
Nord,2002,0-14,M,553087,0,2,0.0
Nord,2002,0-14,F,575662,0,2,0.0
Nord,2002,15-24,M,257250,35,1,81.7
Nord,2002,15-24,F,267750,35,1,61.3
Nord,2002,25-34,M,180075,25,1,67.1
Nord,2002,25-34,F,187425,25,1,76.4
Nord,2002,35-44,M,128625,0,1,72.1
Nord,2002,35-44,F,133875,0,1,79.8
Nord,2002,45-54,M,77175,0,1,63.9
Nord,2002,45-54,F,80325,0,1,80.4
Nord,2002,55-64,M,51450,0,1,62.5
Nord,2002,55-64,F,53550,0,1,76.7
Nord,2002,65+,M,38587,0,5,71.0
Nord,2002,65+,F,40162,0,5,66.3
Nord,2003,0-14,M,566256,0,2,0.0
Nord,2003,0-14,F,589368,0,2,0.0
Nord,2003,15-24,M,263375,35,1,81.8
Nord,2003,15-24,F,274125,35,1,76.5
Nord,2003,25-34,M,184362,25,1,63.6
Nord,2003,25-34,F,191887,25,1,70.6
Nord,2003,35-44,M,131687,0,1,85.0
Nord,2003,35-44,F,137062,0,1,61.8
Nord,2003,45-54,M,79012,0,1,62.8
Nord,2003,45-54,F,82237,0,1,72.2
Nord,2003,55-64,M,52675,0,1,64.0
Nord,2003,55-64,F,54825,0,1,64.5
Nord,2003,65+,M,39506,0,5,69.6
Nord,2003,65+,F,41118,0,5,75.0
Nord,2004,0-14,M,579425,0,2,0.0
Nord,2004,0-14,F,603075,0,2,0.0
Nord,2004,15-24,M,269500,35,1,72.4
Nord,2004,15-24,F,280500,35,1,64.6
Nord,2004,25-34,M,188650,25,1,69.1
Nord,2004,25-34,F,196350,25,1,76.2
Nord,2004,35-44,M,134750,0,1,79.6
Nord,2004,35-44,F,140250,0,1,69.9
Nord,2004,45-54,M,80850,0,1,66.9
Nord,2004,45-54,F,84150,0,1,79.6
Nord,2004,55-64,M,53900,0,1,67.2
Nord,2004,55-64,F,56100,0,1,70.2
Nord,2004,65+,M,40425,0,5,75.2
Nord,2004,65+,F,42075,0,5,82.0
Nord,2005,0-14,M,592593,0,2,0.0
Nord,2005,0-14,F,616781,0,2,0.0
Nord,2005,15-24,M,275625,35,1,61.7
Nord,2005,15-24,F,286875,35,1,83.8
Nord,2005,25-34,M,192937,25,1,77.5
Nord,2005,25-34,F,200812,25,1,85.0
Nord,2005,35-44,M,137812,0,1,71.6
Nord,2005,35-44,F,143437,0,1,60.8
Nord,2005,45-54,M,82687,0,1,62.8
Nord,2005,45-54,F,86062,0,1,72.0
Nord,2005,55-64,M,55125,0,1,67.2
Nord,2005,55-64,F,57375,0,1,69.3
Nord,2005,65+,M,41343,0,5,67.9
Nord,2005,65+,F,43031,0,5,73.2
Nord,2006,0-14,M,605762,0,2,0.0
Nord,2006,0-14,F,630487,0,2,0.0
Nord,2006,15-24,M,281750,35,1,70.8
Nord,2006,15-24,F,293250,35,1,75.0
Nord,2006,25-34,M,197225,25,1,78.8
Nord,2006,25-34,F,205275,25,1,64.1
Nord,2006,35-44,M,140875,0,1,75.4
Nord,2006,35-44,F,146625,0,1,65.0
Nord,2006,45-54,M,84525,0,1,63.7
Nord,2006,45-54,F,87975,0,1,77.1
Nord,2006,55-64,M,56350,0,1,81.9
Nord,2006,55-64,F,58650,0,1,73.1
Nord,2006,65+,M,42262,0,5,62.6
Nord,2006,65+,F,43987,0,5,83.0
Nord,2007,0-14,M,618931,0,2,0.0
Nord,2007,0-14,F,644193,0,2,0.0
Nord,2007,15-24,M,287875,35,1,61.4
Nord,2007,15-24,F,299625,35,1,65.7
Nord,2007,25-34,M,201512,25,1,83.5
Nord,2007,25-34,F,209737,25,1,62.6
Nord,2007,35-44,M,143937,0,1,83.7
Nord,2007,35-44,F,149812,0,1,74.0
Nord,2007,45-54,M,86362,0,1,75.6
Nord,2007,45-54,F,89887,0,1,63.5
Nord,2007,55-64,M,57575,0,1,70.6
Nord,2007,55-64,F,59925,0,1,84.0
Nord,2007,65+,M,43181,0,5,72.7
Nord,2007,65+,F,44943,0,5,84.1
Nord,2008,0-14,M,632100,0,2,0.0
Nord,2008,0-14,F,657900,0,2,0.0
Nord,2008,15-24,M,294000,35,1,81.0
Nord,2008,15-24,F,306000,35,1,79.5
Nord,2008,25-34,M,205800,25,1,67.5
Nord,2008,25-34,F,214200,25,1,68.2
Nord,2008,35-44,M,147000,0,1,66.5
Nord,2008,35-44,F,153000,0,1,69.0
Nord,2008,45-54,M,88200,0,1,69.9
Nord,2008,45-54,F,91800,0,1,70.4
Nord,2008,55-64,M,58800,0,1,77.9
Nord,2008,55-64,F,61200,0,1,77.4
Nord,2008,65+,M,44100,0,5,64.1
Nord,2008,65+,F,45900,0,5,66.6
Nord,2009,0-14,M,645268,0,2,0.0
Nord,2009,0-14,F,671606,0,2,0.0
Nord,2009,15-24,M,300125,35,1,80.5
Nord,2009,15-24,F,312375,35,1,63.4
Nord,2009,25-34,M,210087,25,1,65.6
Nord,2009,25-34,F,218662,25,1,64.0
Nord,2009,35-44,M,150062,0,1,73.5
Nord,2009,35-44,F,156187,0,1,84.9
Nord,2009,45-54,M,90037,0,1,67.6
Nord,2009,45-54,F,93712,0,1,65.3
Nord,2009,55-64,M,60025,0,1,62.1
Nord,2009,55-64,F,62475,0,1,67.7
Nord,2009,65+,M,45018,0,5,64.0
Nord,2009,65+,F,46856,0,5,78.0
Nord,2010,0-14,M,658437,0,2,0.0
Nord,2010,0-14,F,685312,0,2,0.0
Nord,2010,15-24,M,306250,35,1,65.2
Nord,2010,15-24,F,318750,35,1,66.2
Nord,2010,25-34,M,214375,25,1,82.7
Nord,2010,25-34,F,223125,25,1,63.0
Nord,2010,35-44,M,153125,0,1,79.0
Nord,2010,35-44,F,159375,0,1,74.4
Nord,2010,45-54,M,91875,0,1,75.0
Nord,2010,45-54,F,95625,0,1,70.9
Nord,2010,55-64,M,61250,0,1,75.0
Nord,2010,55-64,F,63750,0,1,84.9
Nord,2010,65+,M,45937,0,5,76.9
Nord,2010,65+,F,47812,0,5,81.9
Nord,2011,0-14,M,671606,0,2,0.0
Nord,2011,0-14,F,699018,0,2,0.0
Nord,2011,15-24,M,312375,35,1,84.9
Nord,2011,15-24,F,325125,35,1,67.3
Nord,2011,25-34,M,218662,25,1,63.6
Nord,2011,25-34,F,227587,25,1,69.3
Nord,2011,35-44,M,156187,0,1,62.9
Nord,2011,35-44,F,162562,0,1,66.1
Nord,2011,45-54,M,93712,0,1,74.3
Nord,2011,45-54,F,97537,0,1,81.0
Nord,2011,55-64,M,62475,0,1,68.8
Nord,2011,55-64,F,65025,0,1,60.6
Nord,2011,65+,M,46856,0,5,81.3
Nord,2011,65+,F,48768,0,5,76.5
Nord,2012,0-14,M,684775,0,2,0.0
Nord,2012,0-14,F,712725,0,2,0.0
Nord,2012,15-24,M,318500,35,1,72.3
Nord,2012,15-24,F,331500,35,1,62.8
Nord,2012,25-34,M,222950,25,1,68.6
Nord,2012,25-34,F,232050,25,1,61.2
Nord,2012,35-44,M,159250,0,1,72.4
Nord,2012,35-44,F,165750,0,1,84.2
Nord,2012,45-54,M,95550,0,1,82.0
Nord,2012,45-54,F,99450,0,1,71.4
Nord,2012,55-64,M,63700,0,1,72.9
Nord,2012,55-64,F,66300,0,1,73.9
Nord,2012,65+,M,47775,0,5,76.2
Nord,2012,65+,F,49725,0,5,66.7
Nord,2013,0-14,M,697943,0,2,0.0
Nord,2013,0-14,F,726431,0,2,0.0
Nord,2013,15-24,M,324625,35,1,75.8
Nord,2013,15-24,F,337875,35,1,76.0
Nord,2013,25-34,M,227237,25,1,63.8
Nord,2013,25-34,F,236512,25,1,82.8
Nord,2013,35-44,M,162312,0,1,77.7
Nord,2013,35-44,F,168937,0,1,78.9
Nord,2013,45-54,M,97387,0,1,80.5
Nord,2013,45-54,F,101362,0,1,73.3
Nord,2013,55-64,M,64925,0,1,62.7
Nord,2013,55-64,F,67575,0,1,80.9
Nord,2013,65+,M,48693,0,5,65.0
Nord,2013,65+,F,50681,0,5,78.3
Nord,2014,0-14,M,711112,0,2,0.0
Nord,2014,0-14,F,740137,0,2,0.0
Nord,2014,15-24,M,330750,35,1,67.4
Nord,2014,15-24,F,344250,35,1,61.1
Nord,2014,25-34,M,231525,25,1,78.8
Nord,2014,25-34,F,240975,25,1,70.5
Nord,2014,35-44,M,165375,0,1,80.1
Nord,2014,35-44,F,172125,0,1,70.6
Nord,2014,45-54,M,99225,0,1,73.3
Nord,2014,45-54,F,103275,0,1,79.1
Nord,2014,55-64,M,66150,0,1,73.5
Nord,2014,55-64,F,68850,0,1,69.5
Nord,2014,65+,M,49612,0,5,70.4
Nord,2014,65+,F,51637,0,5,63.9
Nord,2015,0-14,M,724281,0,2,0.0
Nord,2015,0-14,F,753843,0,2,0.0
Nord,2015,15-24,M,336875,35,1,76.4
Nord,2015,15-24,F,350625,35,1,61.6
Nord,2015,25-34,M,235812,25,1,82.5
Nord,2015,25-34,F,245437,25,1,80.4
Nord,2015,35-44,M,168437,0,1,61.9
Nord,2015,35-44,F,175312,0,1,67.2
Nord,2015,45-54,M,101062,0,1,69.3
Nord,2015,45-54,F,105187,0,1,73.3
Nord,2015,55-64,M,67375,0,1,66.9
Nord,2015,55-64,F,70125,0,1,62.6
Nord,2015,65+,M,50531,0,5,78.5
Nord,2015,65+,F,52593,0,5,74.0
Nord,2016,0-14,M,737450,0,2,0.0
Nord,2016,0-14,F,767550,0,2,0.0
Nord,2016,15-24,M,343000,35,1,68.0
Nord,2016,15-24,F,357000,35,1,63.1
Nord,2016,25-34,M,240100,25,1,64.8
Nord,2016,25-34,F,249900,25,1,68.5
Nord,2016,35-44,M,171500,0,1,60.2
Nord,2016,35-44,F,178500,0,1,69.4
Nord,2016,45-54,M,102900,0,1,75.7
Nord,2016,45-54,F,107100,0,1,81.7
Nord,2016,55-64,M,68600,0,1,61.5
Nord,2016,55-64,F,71400,0,1,77.1
Nord,2016,65+,M,51450,0,5,83.9
Nord,2016,65+,F,53550,0,5,61.3
Nord,2017,0-14,M,750618,0,2,0.0
Nord,2017,0-14,F,781256,0,2,0.0
Nord,2017,15-24,M,349125,35,1,82.4
Nord,2017,15-24,F,363375,35,1,73.9
Nord,2017,25-34,M,244387,25,1,83.9
Nord,2017,25-34,F,254362,25,1,67.3
Nord,2017,35-44,M,174562,0,1,83.3
Nord,2017,35-44,F,181687,0,1,69.8
Nord,2017,45-54,M,104737,0,1,77.2
Nord,2017,45-54,F,109012,0,1,82.8
Nord,2017,55-64,M,69825,0,1,80.1
Nord,2017,55-64,F,72675,0,1,67.3
Nord,2017,65+,M,52368,0,5,64.5
Nord,2017,65+,F,54506,0,5,63.9
Nord,2018,0-14,M,763787,0,2,0.0
Nord,2018,0-14,F,794962,0,2,0.0
Nord,2018,15-24,M,355250,35,1,75.8
Nord,2018,15-24,F,369750,35,1,75.9
Nord,2018,25-34,M,248675,25,1,66.6
Nord,2018,25-34,F,258825,25,1,81.0
Nord,2018,35-44,M,177625,0,1,81.6
Nord,2018,35-44,F,184875,0,1,80.8
Nord,2018,45-54,M,106575,0,1,66.2
Nord,2018,45-54,F,110925,0,1,71.5
Nord,2018,55-64,M,71050,0,1,64.5
Nord,2018,55-64,F,73950,0,1,75.7
Nord,2018,65+,M,53287,0,5,62.8
Nord,2018,65+,F,55462,0,5,67.6
Nord,2019,0-14,M,776956,0,2,0.0
Nord,2019,0-14,F,808668,0,2,0.0
Nord,2019,15-24,M,361375,35,1,70.6
Nord,2019,15-24,F,376125,35,1,78.5
Nord,2019,25-34,M,252962,25,1,84.9
Nord,2019,25-34,F,263287,25,1,70.7
Nord,2019,35-44,M,180687,0,1,65.6
Nord,2019,35-44,F,188062,0,1,77.7
Nord,2019,45-54,M,108412,0,1,74.0
Nord,2019,45-54,F,112837,0,1,65.6
Nord,2019,55-64,M,72275,0,1,83.3
Nord,2019,55-64,F,75225,0,1,75.5
Nord,2019,65+,M,54206,0,5,84.4
Nord,2019,65+,F,56418,0,5,76.3
Nord,2020,0-14,M,790125,0,2,0.0
Nord,2020,0-14,F,822375,0,2,0.0
Nord,2020,15-24,M,367500,35,1,84.6
Nord,2020,15-24,F,382500,35,1,81.8
Nord,2020,25-34,M,257250,25,1,80.0
Nord,2020,25-34,F,267750,25,1,81.8
Nord,2020,35-44,M,183750,0,1,60.9
Nord,2020,35-44,F,191250,0,1,69.7
Nord,2020,45-54,M,110250,0,1,67.5
Nord,2020,45-54,F,114750,0,1,82.4
Nord,2020,55-64,M,73500,0,1,79.0
Nord,2020,55-64,F,76500,0,1,81.7
Nord,2020,65+,M,55125,0,5,75.6
Nord,2020,65+,F,57375,0,5,67.3
Nord,2021,0-14,M,803293,0,2,0.0
Nord,2021,0-14,F,836081,0,2,0.0
Nord,2021,15-24,M,373625,35,1,82.4
Nord,2021,15-24,F,388875,35,1,82.7
Nord,2021,25-34,M,261537,25,1,76.8
Nord,2021,25-34,F,272212,25,1,64.7
Nord,2021,35-44,M,186812,0,1,75.6
Nord,2021,35-44,F,194437,0,1,74.8
Nord,2021,45-54,M,112087,0,1,73.2
Nord,2021,45-54,F,116662,0,1,73.8
Nord,2021,55-64,M,74725,0,1,82.0
Nord,2021,55-64,F,77775,0,1,67.0
Nord,2021,65+,M,56043,0,5,83.7
Nord,2021,65+,F,58331,0,5,66.7
Nord,2022,0-14,M,816462,0,2,0.0
Nord,2022,0-14,F,849787,0,2,0.0
Nord,2022,15-24,M,379750,35,1,82.5
Nord,2022,15-24,F,395250,35,1,70.1
Nord,2022,25-34,M,265825,25,1,68.8
Nord,2022,25-34,F,276675,25,1,64.5
Nord,2022,35-44,M,189875,0,1,80.4
Nord,2022,35-44,F,197625,0,1,60.1
Nord,2022,45-54,M,113925,0,1,61.7
Nord,2022,45-54,F,118575,0,1,75.9
Nord,2022,55-64,M,75950,0,1,84.0
Nord,2022,55-64,F,79050,0,1,81.5
Nord,2022,65+,M,56962,0,5,61.2
Nord,2022,65+,F,59287,0,5,61.7
Nord,2023,0-14,M,829631,0,2,0.0
Nord,2023,0-14,F,863493,0,2,0.0
Nord,2023,15-24,M,385875,35,1,80.5
Nord,2023,15-24,F,401625,35,1,76.5
Nord,2023,25-34,M,270112,25,1,75.6
Nord,2023,25-34,F,281137,25,1,67.4
Nord,2023,35-44,M,192937,0,1,81.4
Nord,2023,35-44,F,200812,0,1,66.2
Nord,2023,45-54,M,115762,0,1,78.9
Nord,2023,45-54,F,120487,0,1,73.8
Nord,2023,55-64,M,77175,0,1,65.7
Nord,2023,55-64,F,80325,0,1,77.5
Nord,2023,65+,M,57881,0,5,70.8
Nord,2023,65+,F,60243,0,5,63.5
Nord-Ouest,2000,0-14,M,421400,0,2,0.0
Nord-Ouest,2000,0-14,F,438600,0,2,0.0
Nord-Ouest,2000,15-24,M,196000,35,1,74.2
Nord-Ouest,2000,15-24,F,204000,35,1,82.5
Nord-Ouest,2000,25-34,M,137200,25,1,62.3
Nord-Ouest,2000,25-34,F,142800,25,1,74.1
Nord-Ouest,2000,35-44,M,98000,0,1,72.0
Nord-Ouest,2000,35-44,F,102000,0,1,62.2
Nord-Ouest,2000,45-54,M,58800,0,1,63.0
Nord-Ouest,2000,45-54,F,61200,0,1,79.4
Nord-Ouest,2000,55-64,M,39200,0,1,63.8
Nord-Ouest,2000,55-64,F,40800,0,1,75.6
Nord-Ouest,2000,65+,M,29400,0,5,67.1
Nord-Ouest,2000,65+,F,30600,0,5,62.6
Nord-Ouest,2001,0-14,M,431934,0,2,0.0
Nord-Ouest,2001,0-14,F,449564,0,2,0.0
Nord-Ouest,2001,15-24,M,200899,35,1,62.0
Nord-Ouest,2001,15-24,F,209099,35,1,70.9
Nord-Ouest,2001,25-34,M,140629,25,1,81.9
Nord-Ouest,2001,25-34,F,146369,25,1,66.5
Nord-Ouest,2001,35-44,M,100449,0,1,82.9
Nord-Ouest,2001,35-44,F,104549,0,1,82.0
Nord-Ouest,2001,45-54,M,60269,0,1,73.2
Nord-Ouest,2001,45-54,F,62729,0,1,71.8
Nord-Ouest,2001,55-64,M,40179,0,1,77.0
Nord-Ouest,2001,55-64,F,41819,0,1,79.6
Nord-Ouest,2001,65+,M,30134,0,5,80.3
Nord-Ouest,2001,65+,F,31364,0,5,60.8
Nord-Ouest,2002,0-14,M,442470,0,2,0.0
Nord-Ouest,2002,0-14,F,460530,0,2,0.0
Nord-Ouest,2002,15-24,M,205800,35,1,69.6
Nord-Ouest,2002,15-24,F,214200,35,1,62.2
Nord-Ouest,2002,25-34,M,144060,25,1,70.7
Nord-Ouest,2002,25-34,F,149940,25,1,75.1
Nord-Ouest,2002,35-44,M,102900,0,1,79.5
Nord-Ouest,2002,35-44,F,107100,0,1,62.0
Nord-Ouest,2002,45-54,M,61740,0,1,62.1
Nord-Ouest,2002,45-54,F,64260,0,1,62.9
Nord-Ouest,2002,55-64,M,41160,0,1,62.8
Nord-Ouest,2002,55-64,F,42840,0,1,80.0
Nord-Ouest,2002,65+,M,30870,0,5,82.5
Nord-Ouest,2002,65+,F,32130,0,5,81.2
Nord-Ouest,2003,0-14,M,453005,0,2,0.0
Nord-Ouest,2003,0-14,F,471495,0,2,0.0
Nord-Ouest,2003,15-24,M,210700,35,1,82.7
Nord-Ouest,2003,15-24,F,219300,35,1,76.1
Nord-Ouest,2003,25-34,M,147490,25,1,79.7
Nord-Ouest,2003,25-34,F,153510,25,1,70.1
Nord-Ouest,2003,35-44,M,105350,0,1,82.8
Nord-Ouest,2003,35-44,F,109650,0,1,65.8
Nord-Ouest,2003,45-54,M,63210,0,1,81.2
Nord-Ouest,2003,45-54,F,65790,0,1,67.8
Nord-Ouest,2003,55-64,M,42140,0,1,78.9
Nord-Ouest,2003,55-64,F,43860,0,1,63.5
Nord-Ouest,2003,65+,M,31605,0,5,62.0
Nord-Ouest,2003,65+,F,32895,0,5,67.3
Nord-Ouest,2004,0-14,M,463540,0,2,0.0
Nord-Ouest,2004,0-14,F,482460,0,2,0.0
Nord-Ouest,2004,15-24,M,215600,35,1,64.0
Nord-Ouest,2004,15-24,F,224400,35,1,65.9
Nord-Ouest,2004,25-34,M,150920,25,1,66.7
Nord-Ouest,2004,25-34,F,157080,25,1,63.7
Nord-Ouest,2004,35-44,M,107800,0,1,60.7
Nord-Ouest,2004,35-44,F,112200,0,1,79.1
Nord-Ouest,2004,45-54,M,64680,0,1,84.3
Nord-Ouest,2004,45-54,F,67320,0,1,61.9
Nord-Ouest,2004,55-64,M,43120,0,1,67.4
Nord-Ouest,2004,55-64,F,44880,0,1,70.3
Nord-Ouest,2004,65+,M,32340,0,5,83.7
Nord-Ouest,2004,65+,F,33660,0,5,76.0
Nord-Ouest,2005,0-14,M,474075,0,2,0.0
Nord-Ouest,2005,0-14,F,493425,0,2,0.0
Nord-Ouest,2005,15-24,M,220500,35,1,85.0
Nord-Ouest,2005,15-24,F,229500,35,1,80.6
Nord-Ouest,2005,25-34,M,154350,25,1,64.9
Nord-Ouest,2005,25-34,F,160650,25,1,83.1
Nord-Ouest,2005,35-44,M,110250,0,1,77.0
Nord-Ouest,2005,35-44,F,114750,0,1,68.7
Nord-Ouest,2005,45-54,M,66150,0,1,63.6
Nord-Ouest,2005,45-54,F,68850,0,1,62.0
Nord-Ouest,2005,55-64,M,44100,0,1,76.8
Nord-Ouest,2005,55-64,F,45900,0,1,63.7
Nord-Ouest,2005,65+,M,33075,0,5,77.9
Nord-Ouest,2005,65+,F,34425,0,5,78.9
Nord-Ouest,2006,0-14,M,484610,0,2,0.0
Nord-Ouest,2006,0-14,F,504390,0,2,0.0
Nord-Ouest,2006,15-24,M,225400,35,1,82.0
Nord-Ouest,2006,15-24,F,234600,35,1,60.2
Nord-Ouest,2006,25-34,M,157780,25,1,67.8
Nord-Ouest,2006,25-34,F,164220,25,1,81.5
Nord-Ouest,2006,35-44,M,112700,0,1,60.4
Nord-Ouest,2006,35-44,F,117300,0,1,65.7
Nord-Ouest,2006,45-54,M,67620,0,1,61.6
Nord-Ouest,2006,45-54,F,70380,0,1,78.2
Nord-Ouest,2006,55-64,M,45080,0,1,82.5
Nord-Ouest,2006,55-64,F,46920,0,1,81.4
Nord-Ouest,2006,65+,M,33810,0,5,65.2
Nord-Ouest,2006,65+,F,35190,0,5,60.3
Nord-Ouest,2007,0-14,M,495145,0,2,0.0
Nord-Ouest,2007,0-14,F,515355,0,2,0.0
Nord-Ouest,2007,15-24,M,230300,35,1,63.8
Nord-Ouest,2007,15-24,F,239700,35,1,67.3
Nord-Ouest,2007,25-34,M,161210,25,1,71.8
Nord-Ouest,2007,25-34,F,167790,25,1,62.9
Nord-Ouest,2007,35-44,M,115150,0,1,78.9
Nord-Ouest,2007,35-44,F,119850,0,1,68.2
Nord-Ouest,2007,45-54,M,69090,0,1,72.5
Nord-Ouest,2007,45-54,F,71910,0,1,78.1
Nord-Ouest,2007,55-64,M,46060,0,1,82.4
Nord-Ouest,2007,55-64,F,47940,0,1,69.9
Nord-Ouest,2007,65+,M,34545,0,5,69.8
Nord-Ouest,2007,65+,F,35955,0,5,75.1
Nord-Ouest,2008,0-14,M,505680,0,2,0.0
Nord-Ouest,2008,0-14,F,526320,0,2,0.0
Nord-Ouest,2008,15-24,M,235200,35,1,84.8
Nord-Ouest,2008,15-24,F,244800,35,1,74.4
Nord-Ouest,2008,25-34,M,164640,25,1,84.0
Nord-Ouest,2008,25-34,F,171360,25,1,63.9
Nord-Ouest,2008,35-44,M,117600,0,1,62.3
Nord-Ouest,2008,35-44,F,122400,0,1,77.1
Nord-Ouest,2008,45-54,M,70560,0,1,84.2
Nord-Ouest,2008,45-54,F,73440,0,1,62.4
Nord-Ouest,2008,55-64,M,47040,0,1,69.5
Nord-Ouest,2008,55-64,F,48960,0,1,65.3
Nord-Ouest,2008,65+,M,35280,0,5,60.6
Nord-Ouest,2008,65+,F,36720,0,5,73.9
Nord-Ouest,2009,0-14,M,516215,0,2,0.0
Nord-Ouest,2009,0-14,F,537285,0,2,0.0
Nord-Ouest,2009,15-24,M,240100,35,1,72.5
Nord-Ouest,2009,15-24,F,249900,35,1,79.9
Nord-Ouest,2009,25-34,M,168070,25,1,64.7
Nord-Ouest,2009,25-34,F,174930,25,1,65.1
Nord-Ouest,2009,35-44,M,120050,0,1,73.2
Nord-Ouest,2009,35-44,F,124950,0,1,75.0
Nord-Ouest,2009,45-54,M,72030,0,1,81.7
Nord-Ouest,2009,45-54,F,74970,0,1,69.9
Nord-Ouest,2009,55-64,M,48020,0,1,68.8
Nord-Ouest,2009,55-64,F,49980,0,1,81.9
Nord-Ouest,2009,65+,M,36015,0,5,68.4
Nord-Ouest,2009,65+,F,37485,0,5,80.0
Nord-Ouest,2010,0-14,M,526750,0,2,0.0
Nord-Ouest,2010,0-14,F,548250,0,2,0.0
Nord-Ouest,2010,15-24,M,245000,35,1,71.0
Nord-Ouest,2010,15-24,F,255000,35,1,76.6
Nord-Ouest,2010,25-34,M,171500,25,1,84.4
Nord-Ouest,2010,25-34,F,178500,25,1,61.7
Nord-Ouest,2010,35-44,M,122500,0,1,83.0
Nord-Ouest,2010,35-44,F,127500,0,1,71.3
Nord-Ouest,2010,45-54,M,73500,0,1,70.5
Nord-Ouest,2010,45-54,F,76500,0,1,80.3
Nord-Ouest,2010,55-64,M,49000,0,1,63.8
Nord-Ouest,2010,55-64,F,51000,0,1,80.4
Nord-Ouest,2010,65+,M,36750,0,5,80.3
Nord-Ouest,2010,65+,F,38250,0,5,78.6
Nord-Ouest,2011,0-14,M,537285,0,2,0.0
Nord-Ouest,2011,0-14,F,559215,0,2,0.0
Nord-Ouest,2011,15-24,M,249900,35,1,82.6
Nord-Ouest,2011,15-24,F,260100,35,1,80.8
Nord-Ouest,2011,25-34,M,174930,25,1,83.8
Nord-Ouest,2011,25-34,F,182070,25,1,72.7
Nord-Ouest,2011,35-44,M,124950,0,1,64.2
Nord-Ouest,2011,35-44,F,130050,0,1,63.0
Nord-Ouest,2011,45-54,M,74970,0,1,68.0
Nord-Ouest,2011,45-54,F,78030,0,1,74.1
Nord-Ouest,2011,55-64,M,49980,0,1,82.4
Nord-Ouest,2011,55-64,F,52020,0,1,72.5
Nord-Ouest,2011,65+,M,37485,0,5,65.6
