region,annee,quintile,indicateur,valeur,unite
Sud,2017,Q5 (plus riche),Possession radio,72.0,%
Sud,2017,Q5 (plus riche),Possession TV,48.0,%
Sud,2018,Q1 (plus pauvre),Revenu moyen mensuel,31500.0,FCFA
Sud,2018,Q1 (plus pauvre),Depenses alimentation,13868.75,FCFA
Sud,2018,Q1 (plus pauvre),Depenses sante,2345.75,FCFA
Sud,2018,Q1 (plus pauvre),Depenses education,1410.4,FCFA
Sud,2018,Q1 (plus pauvre),Depenses logement,7302.82,FCFA
Sud,2018,Q1 (plus pauvre),Depenses transport,3407.81,FCFA
Sud,2018,Q1 (plus pauvre),Accès eau potable,30.0,%
Sud,2018,Q1 (plus pauvre),Accès electricite,27.5,%
Sud,2018,Q1 (plus pauvre),Accès toilettes,17.5,%
Sud,2018,Q1 (plus pauvre),Possession telephone,21.0,%
Sud,2018,Q1 (plus pauvre),Possession radio,18.0,%
Sud,2018,Q1 (plus pauvre),Possession TV,12.0,%
Sud,2018,Q2,Revenu moyen mensuel,63000.0,FCFA
Sud,2018,Q2,Depenses alimentation,29206.35,FCFA
Sud,2018,Q2,Depenses sante,4927.6,FCFA
Sud,2018,Q2,Depenses education,3265.5,FCFA
Sud,2018,Q2,Depenses logement,14170.18,FCFA
Sud,2018,Q2,Depenses transport,6837.16,FCFA
Sud,2018,Q2,Accès eau potable,42.0,%
Sud,2018,Q2,Accès electricite,38.5,%
Sud,2018,Q2,Accès toilettes,24.5,%
Sud,2018,Q2,Possession telephone,35.0,%
Sud,2018,Q2,Possession radio,30.0,%
Sud,2018,Q2,Possession TV,20.0,%
Sud,2018,Q3,Revenu moyen mensuel,113400.0,FCFA
Sud,2018,Q3,Depenses alimentation,48501.7,FCFA
Sud,2018,Q3,Depenses sante,8310.98,FCFA
Sud,2018,Q3,Depenses education,5582.02,FCFA
Sud,2018,Q3,Depenses logement,21384.13,FCFA
Sud,2018,Q3,Depenses transport,13670.57,FCFA
Sud,2018,Q3,Accès eau potable,51.0,%
Sud,2018,Q3,Accès electricite,46.75,%
Sud,2018,Q3,Accès toilettes,29.75,%
Sud,2018,Q3,Possession telephone,49.0,%
Sud,2018,Q3,Possession radio,42.0,%
Sud,2018,Q3,Possession TV,28.0,%
Sud,2018,Q4,Revenu moyen mensuel,189000.0,FCFA
Sud,2018,Q4,Depenses alimentation,69694.82,FCFA
Sud,2018,Q4,Depenses sante,15678.43,FCFA
Sud,2018,Q4,Depenses education,7752.37,FCFA
Sud,2018,Q4,Depenses logement,34095.49,FCFA
Sud,2018,Q4,Depenses transport,19186.92,FCFA
Sud,2018,Q4,Accès eau potable,57.0,%
Sud,2018,Q4,Accès electricite,52.25,%
Sud,2018,Q4,Accès toilettes,33.25,%
Sud,2018,Q4,Possession telephone,63.0,%
Sud,2018,Q4,Possession radio,54.0,%
Sud,2018,Q4,Possession TV,36.0,%
Sud,2018,Q5 (plus riche),Revenu moyen mensuel,378000.0,FCFA
Sud,2018,Q5 (plus riche),Depenses alimentation,161035.89,FCFA
Sud,2018,Q5 (plus riche),Depenses sante,36101.92,FCFA
Sud,2018,Q5 (plus riche),Depenses education,15901.71,FCFA
Sud,2018,Q5 (plus riche),Depenses logement,63463.79,FCFA
Sud,2018,Q5 (plus riche),Depenses transport,43920.29,FCFA
Sud,2018,Q5 (plus riche),Accès eau potable,60.0,%
Sud,2018,Q5 (plus riche),Accès electricite,55.0,%
Sud,2018,Q5 (plus riche),Accès toilettes,35.0,%
Sud,2018,Q5 (plus riche),Possession telephone,84.0,%
Sud,2018,Q5 (plus riche),Possession radio,72.0,%
Sud,2018,Q5 (plus riche),Possession TV,48.0,%
Sud,2019,Q1 (plus pauvre),Revenu moyen mensuel,32000.0,FCFA
Sud,2019,Q1 (plus pauvre),Depenses alimentation,15179.47,FCFA
Sud,2019,Q1 (plus pauvre),Depenses sante,2146.79,FCFA
Sud,2019,Q1 (plus pauvre),Depenses education,1666.45,FCFA
Sud,2019,Q1 (plus pauvre),Depenses logement,7535.0,FCFA
Sud,2019,Q1 (plus pauvre),Depenses transport,3347.89,FCFA
Sud,2019,Q1 (plus pauvre),Accès eau potable,30.0,%
Sud,2019,Q1 (plus pauvre),Accès electricite,27.5,%
Sud,2019,Q1 (plus pauvre),Accès toilettes,17.5,%
Sud,2019,Q1 (plus pauvre),Possession telephone,21.0,%
Sud,2019,Q1 (plus pauvre),Possession radio,18.0,%
Sud,2019,Q1 (plus pauvre),Possession TV,12.0,%
Sud,2019,Q2,Revenu moyen mensuel,64000.0,FCFA
Sud,2019,Q2,Depenses alimentation,24176.56,FCFA
Sud,2019,Q2,Depenses sante,5858.9,FCFA
Sud,2019,Q2,Depenses education,3208.94,FCFA
Sud,2019,Q2,Depenses logement,10627.07,FCFA
Sud,2019,Q2,Depenses transport,9005.93,FCFA
Sud,2019,Q2,Accès eau potable,42.0,%
Sud,2019,Q2,Accès electricite,38.5,%
Sud,2019,Q2,Accès toilettes,24.5,%
Sud,2019,Q2,Possession telephone,35.0,%
Sud,2019,Q2,Possession radio,30.0,%
Sud,2019,Q2,Possession TV,20.0,%
Sud,2019,Q3,Revenu moyen mensuel,115200.0,FCFA
Sud,2019,Q3,Depenses alimentation,41838.27,FCFA
Sud,2019,Q3,Depenses sante,8191.43,FCFA
Sud,2019,Q3,Depenses education,5873.25,FCFA
Sud,2019,Q3,Depenses logement,20375.36,FCFA
Sud,2019,Q3,Depenses transport,11961.88,FCFA
Sud,2019,Q3,Accès eau potable,51.0,%
Sud,2019,Q3,Accès electricite,46.75,%
Sud,2019,Q3,Accès toilettes,29.75,%
Sud,2019,Q3,Possession telephone,49.0,%
Sud,2019,Q3,Possession radio,42.0,%
Sud,2019,Q3,Possession TV,28.0,%
Sud,2019,Q4,Revenu moyen mensuel,192000.0,FCFA
Sud,2019,Q4,Depenses alimentation,91230.59,FCFA
Sud,2019,Q4,Depenses sante,16719.7,FCFA
Sud,2019,Q4,Depenses education,8813.6,FCFA
Sud,2019,Q4,Depenses logement,41057.6,FCFA
Sud,2019,Q4,Depenses transport,24811.48,FCFA
Sud,2019,Q4,Accès eau potable,57.0,%
Sud,2019,Q4,Accès electricite,52.25,%
Sud,2019,Q4,Accès toilettes,33.25,%
Sud,2019,Q4,Possession telephone,63.0,%
Sud,2019,Q4,Possession radio,54.0,%
Sud,2019,Q4,Possession TV,36.0,%
Sud,2019,Q5 (plus riche),Revenu moyen mensuel,384000.0,FCFA
Sud,2019,Q5 (plus riche),Depenses alimentation,185678.23,FCFA
Sud,2019,Q5 (plus riche),Depenses sante,28747.01,FCFA
Sud,2019,Q5 (plus riche),Depenses education,21729.85,FCFA
Sud,2019,Q5 (plus riche),Depenses logement,63318.51,FCFA
Sud,2019,Q5 (plus riche),Depenses transport,46463.05,FCFA
Sud,2019,Q5 (plus riche),Accès eau potable,60.0,%
Sud,2019,Q5 (plus riche),Accès electricite,55.0,%
Sud,2019,Q5 (plus riche),Accès toilettes,35.0,%
Sud,2019,Q5 (plus riche),Possession telephone,84.0,%
Sud,2019,Q5 (plus riche),Possession radio,72.0,%
Sud,2019,Q5 (plus riche),Possession TV,48.0,%
Sud,2020,Q1 (plus pauvre),Revenu moyen mensuel,32500.0,FCFA
Sud,2020,Q1 (plus pauvre),Depenses alimentation,11745.84,FCFA
Sud,2020,Q1 (plus pauvre),Depenses sante,2159.85,FCFA
Sud,2020,Q1 (plus pauvre),Depenses education,1604.77,FCFA
Sud,2020,Q1 (plus pauvre),Depenses logement,7722.27,FCFA
Sud,2020,Q1 (plus pauvre),Depenses transport,4283.5,FCFA
Sud,2020,Q1 (plus pauvre),Accès eau potable,30.0,%
Sud,2020,Q1 (plus pauvre),Accès electricite,27.5,%
Sud,2020,Q1 (plus pauvre),Accès toilettes,17.5,%
Sud,2020,Q1 (plus pauvre),Possession telephone,21.0,%
Sud,2020,Q1 (plus pauvre),Possession radio,18.0,%
Sud,2020,Q1 (plus pauvre),Possession TV,12.0,%
Sud,2020,Q2,Revenu moyen mensuel,65000.0,FCFA
Sud,2020,Q2,Depenses alimentation,25432.12,FCFA
Sud,2020,Q2,Depenses sante,4207.8,FCFA
Sud,2020,Q2,Depenses education,2999.1,FCFA
Sud,2020,Q2,Depenses logement,15015.93,FCFA
Sud,2020,Q2,Depenses transport,8843.08,FCFA
Sud,2020,Q2,Accès eau potable,42.0,%
Sud,2020,Q2,Accès electricite,38.5,%
Sud,2020,Q2,Accès toilettes,24.5,%
Sud,2020,Q2,Possession telephone,35.0,%
Sud,2020,Q2,Possession radio,30.0,%
Sud,2020,Q2,Possession TV,20.0,%
Sud,2020,Q3,Revenu moyen mensuel,117000.0,FCFA
Sud,2020,Q3,Depenses alimentation,53158.78,FCFA
Sud,2020,Q3,Depenses sante,10186.41,FCFA
Sud,2020,Q3,Depenses education,6654.29,FCFA
Sud,2020,Q3,Depenses logement,24940.3,FCFA
Sud,2020,Q3,Depenses transport,12024.57,FCFA
Sud,2020,Q3,Accès eau potable,51.0,%
Sud,2020,Q3,Accès electricite,46.75,%
Sud,2020,Q3,Accès toilettes,29.75,%
Sud,2020,Q3,Possession telephone,49.0,%
Sud,2020,Q3,Possession radio,42.0,%
Sud,2020,Q3,Possession TV,28.0,%
Sud,2020,Q4,Revenu moyen mensuel,195000.0,FCFA
Sud,2020,Q4,Depenses alimentation,85005.58,FCFA
Sud,2020,Q4,Depenses sante,13790.79,FCFA
Sud,2020,Q4,Depenses education,10409.34,FCFA
Sud,2020,Q4,Depenses logement,31841.22,FCFA
Sud,2020,Q4,Depenses transport,19528.61,FCFA
Sud,2020,Q4,Accès eau potable,57.0,%
Sud,2020,Q4,Accès electricite,52.25,%
Sud,2020,Q4,Accès toilettes,33.25,%
Sud,2020,Q4,Possession telephone,63.0,%
Sud,2020,Q4,Possession radio,54.0,%
Sud,2020,Q4,Possession TV,36.0,%
Sud,2020,Q5 (plus riche),Revenu moyen mensuel,390000.0,FCFA
Sud,2020,Q5 (plus riche),Depenses alimentation,172783.92,FCFA
Sud,2020,Q5 (plus riche),Depenses sante,36062.77,FCFA
Sud,2020,Q5 (plus riche),Depenses education,22399.85,FCFA
Sud,2020,Q5 (plus riche),Depenses logement,81511.37,FCFA
Sud,2020,Q5 (plus riche),Depenses transport,52789.4,FCFA
Sud,2020,Q5 (plus riche),Accès eau potable,60.0,%
Sud,2020,Q5 (plus riche),Accès electricite,55.0,%
Sud,2020,Q5 (plus riche),Accès toilettes,35.0,%
Sud,2020,Q5 (plus riche),Possession telephone,84.0,%
Sud,2020,Q5 (plus riche),Possession radio,72.0,%
Sud,2020,Q5 (plus riche),Possession TV,48.0,%
Sud,2021,Q1 (plus pauvre),Revenu moyen mensuel,33000.0,FCFA
Sud,2021,Q1 (plus pauvre),Depenses alimentation,17738.93,FCFA
Sud,2021,Q1 (plus pauvre),Depenses sante,3015.94,FCFA
Sud,2021,Q1 (plus pauvre),Depenses education,1585.84,FCFA
Sud,2021,Q1 (plus pauvre),Depenses logement,5831.89,FCFA
Sud,2021,Q1 (plus pauvre),Depenses transport,4713.16,FCFA
Sud,2021,Q1 (plus pauvre),Accès eau potable,30.0,%
Sud,2021,Q1 (plus pauvre),Accès electricite,27.5,%
Sud,2021,Q1 (plus pauvre),Accès toilettes,17.5,%
Sud,2021,Q1 (plus pauvre),Possession telephone,21.0,%
Sud,2021,Q1 (plus pauvre),Possession radio,18.0,%
Sud,2021,Q1 (plus pauvre),Possession TV,12.0,%
Sud,2021,Q2,Revenu moyen mensuel,66000.0,FCFA
Sud,2021,Q2,Depenses alimentation,28225.81,FCFA
Sud,2021,Q2,Depenses sante,5870.34,FCFA
Sud,2021,Q2,Depenses education,3138.58,FCFA
Sud,2021,Q2,Depenses logement,11852.29,FCFA
Sud,2021,Q2,Depenses transport,8404.1,FCFA
Sud,2021,Q2,Accès eau potable,42.0,%
Sud,2021,Q2,Accès electricite,38.5,%
Sud,2021,Q2,Accès toilettes,24.5,%
Sud,2021,Q2,Possession telephone,35.0,%
Sud,2021,Q2,Possession radio,30.0,%
Sud,2021,Q2,Possession TV,20.0,%
Sud,2021,Q3,Revenu moyen mensuel,118800.0,FCFA
Sud,2021,Q3,Depenses alimentation,49516.85,FCFA
Sud,2021,Q3,Depenses sante,10810.27,FCFA
Sud,2021,Q3,Depenses education,6970.79,FCFA
Sud,2021,Q3,Depenses logement,23128.9,FCFA
Sud,2021,Q3,Depenses transport,15064.73,FCFA
Sud,2021,Q3,Accès eau potable,51.0,%
Sud,2021,Q3,Accès electricite,46.75,%
Sud,2021,Q3,Accès toilettes,29.75,%
Sud,2021,Q3,Possession telephone,49.0,%
Sud,2021,Q3,Possession radio,42.0,%
Sud,2021,Q3,Possession TV,28.0,%
Sud,2021,Q4,Revenu moyen mensuel,198000.0,FCFA
Sud,2021,Q4,Depenses alimentation,97517.31,FCFA
Sud,2021,Q4,Depenses sante,15818.65,FCFA
Sud,2021,Q4,Depenses education,11604.09,FCFA
Sud,2021,Q4,Depenses logement,44819.36,FCFA
Sud,2021,Q4,Depenses transport,20407.3,FCFA
Sud,2021,Q4,Accès eau potable,57.0,%
Sud,2021,Q4,Accès electricite,52.25,%
Sud,2021,Q4,Accès toilettes,33.25,%
Sud,2021,Q4,Possession telephone,63.0,%
Sud,2021,Q4,Possession radio,54.0,%
Sud,2021,Q4,Possession TV,36.0,%
Sud,2021,Q5 (plus riche),Revenu moyen mensuel,396000.0,FCFA
Sud,2021,Q5 (plus riche),Depenses alimentation,150892.96,FCFA
Sud,2021,Q5 (plus riche),Depenses sante,35296.97,FCFA
Sud,2021,Q5 (plus riche),Depenses education,23635.11,FCFA
Sud,2021,Q5 (plus riche),Depenses logement,64768.1,FCFA
Sud,2021,Q5 (plus riche),Depenses transport,53116.2,FCFA
Sud,2021,Q5 (plus riche),Accès eau potable,60.0,%
Sud,2021,Q5 (plus riche),Accès electricite,55.0,%
Sud,2021,Q5 (plus riche),Accès toilettes,35.0,%
Sud,2021,Q5 (plus riche),Possession telephone,84.0,%
Sud,2021,Q5 (plus riche),Possession radio,72.0,%
Sud,2021,Q5 (plus riche),Possession TV,48.0,%
Sud,2022,Q1 (plus pauvre),Revenu moyen mensuel,33500.0,FCFA
Sud,2022,Q1 (plus pauvre),Depenses alimentation,13100.24,FCFA
Sud,2022,Q1 (plus pauvre),Depenses sante,3055.25,FCFA
Sud,2022,Q1 (plus pauvre),Depenses education,1830.67,FCFA
Sud,2022,Q1 (plus pauvre),Depenses logement,6035.66,FCFA
Sud,2022,Q1 (plus pauvre),Depenses transport,3570.82,FCFA
Sud,2022,Q1 (plus pauvre),Accès eau potable,30.0,%
Sud,2022,Q1 (plus pauvre),Accès electricite,27.5,%
Sud,2022,Q1 (plus pauvre),Accès toilettes,17.5,%
Sud,2022,Q1 (plus pauvre),Possession telephone,21.0,%
Sud,2022,Q1 (plus pauvre),Possession radio,18.0,%
Sud,2022,Q1 (plus pauvre),Possession TV,12.0,%
Sud,2022,Q2,Revenu moyen mensuel,67000.0,FCFA
Sud,2022,Q2,Depenses alimentation,25880.58,FCFA
Sud,2022,Q2,Depenses sante,5803.88,FCFA
Sud,2022,Q2,Depenses education,3171.37,FCFA
Sud,2022,Q2,Depenses logement,14678.67,FCFA
Sud,2022,Q2,Depenses transport,8466.06,FCFA
Sud,2022,Q2,Accès eau potable,42.0,%
Sud,2022,Q2,Accès electricite,38.5,%
Sud,2022,Q2,Accès toilettes,24.5,%
Sud,2022,Q2,Possession telephone,35.0,%
Sud,2022,Q2,Possession radio,30.0,%
Sud,2022,Q2,Possession TV,20.0,%
Sud,2022,Q3,Revenu moyen mensuel,120600.0,FCFA
Sud,2022,Q3,Depenses alimentation,56231.55,FCFA
Sud,2022,Q3,Depenses sante,10916.28,FCFA
Sud,2022,Q3,Depenses education,4943.81,FCFA
Sud,2022,Q3,Depenses logement,25199.76,FCFA
Sud,2022,Q3,Depenses transport,16100.31,FCFA
Sud,2022,Q3,Accès eau potable,51.0,%
Sud,2022,Q3,Accès electricite,46.75,%
Sud,2022,Q3,Accès toilettes,29.75,%
Sud,2022,Q3,Possession telephone,49.0,%
Sud,2022,Q3,Possession radio,42.0,%
Sud,2022,Q3,Possession TV,28.0,%
Sud,2022,Q4,Revenu moyen mensuel,201000.0,FCFA
Sud,2022,Q4,Depenses alimentation,83651.98,FCFA
Sud,2022,Q4,Depenses sante,14477.06,FCFA
Sud,2022,Q4,Depenses education,8250.91,FCFA
Sud,2022,Q4,Depenses logement,36102.12,FCFA
Sud,2022,Q4,Depenses transport,27157.04,FCFA
Sud,2022,Q4,Accès eau potable,57.0,%
Sud,2022,Q4,Accès electricite,52.25,%
Sud,2022,Q4,Accès toilettes,33.25,%
Sud,2022,Q4,Possession telephone,63.0,%
Sud,2022,Q4,Possession radio,54.0,%
Sud,2022,Q4,Possession TV,36.0,%
Sud,2022,Q5 (plus riche),Revenu moyen mensuel,402000.0,FCFA
Sud,2022,Q5 (plus riche),Depenses alimentation,157760.68,FCFA
Sud,2022,Q5 (plus riche),Depenses sante,26168.03,FCFA
Sud,2022,Q5 (plus riche),Depenses education,20379.54,FCFA
Sud,2022,Q5 (plus riche),Depenses logement,71914.73,FCFA
Sud,2022,Q5 (plus riche),Depenses transport,50450.45,FCFA
Sud,2022,Q5 (plus riche),Accès eau potable,60.0,%
Sud,2022,Q5 (plus riche),Accès electricite,55.0,%
Sud,2022,Q5 (plus riche),Accès toilettes,35.0,%
Sud,2022,Q5 (plus riche),Possession telephone,84.0,%
Sud,2022,Q5 (plus riche),Possession radio,72.0,%
Sud,2022,Q5 (plus riche),Possession TV,48.0,%
Sud,2023,Q1 (plus pauvre),Revenu moyen mensuel,34000.0,FCFA
Sud,2023,Q1 (plus pauvre),Depenses alimentation,16912.57,FCFA
Sud,2023,Q1 (plus pauvre),Depenses sante,2569.2,FCFA
Sud,2023,Q1 (plus pauvre),Depenses education,1369.63,FCFA
Sud,2023,Q1 (plus pauvre),Depenses logement,6890.27,FCFA
Sud,2023,Q1 (plus pauvre),Depenses transport,3862.54,FCFA
Sud,2023,Q1 (plus pauvre),Accès eau potable,30.0,%
Sud,2023,Q1 (plus pauvre),Accès electricite,27.5,%
Sud,2023,Q1 (plus pauvre),Accès toilettes,17.5,%
Sud,2023,Q1 (plus pauvre),Possession telephone,21.0,%
Sud,2023,Q1 (plus pauvre),Possession radio,18.0,%
Sud,2023,Q1 (plus pauvre),Possession TV,12.0,%
Sud,2023,Q2,Revenu moyen mensuel,68000.0,FCFA
Sud,2023,Q2,Depenses alimentation,28602.19,FCFA
Sud,2023,Q2,Depenses sante,6445.61,FCFA
Sud,2023,Q2,Depenses education,3280.16,FCFA
Sud,2023,Q2,Depenses logement,14667.93,FCFA
Sud,2023,Q2,Depenses transport,6879.83,FCFA
Sud,2023,Q2,Accès eau potable,42.0,%
Sud,2023,Q2,Accès electricite,38.5,%
Sud,2023,Q2,Accès toilettes,24.5,%
Sud,2023,Q2,Possession telephone,35.0,%
Sud,2023,Q2,Possession radio,30.0,%
Sud,2023,Q2,Possession TV,20.0,%
Sud,2023,Q3,Revenu moyen mensuel,122400.0,FCFA
Sud,2023,Q3,Depenses alimentation,61310.03,FCFA
Sud,2023,Q3,Depenses sante,9402.33,FCFA
Sud,2023,Q3,Depenses education,5205.34,FCFA
Sud,2023,Q3,Depenses logement,22081.66,FCFA
Sud,2023,Q3,Depenses transport,14730.55,FCFA
Sud,2023,Q3,Accès eau potable,51.0,%
Sud,2023,Q3,Accès electricite,46.75,%
Sud,2023,Q3,Accès toilettes,29.75,%
Sud,2023,Q3,Possession telephone,49.0,%
Sud,2023,Q3,Possession radio,42.0,%
Sud,2023,Q3,Possession TV,28.0,%
Sud,2023,Q4,Revenu moyen mensuel,204000.0,FCFA
Sud,2023,Q4,Depenses alimentation,82242.61,FCFA
Sud,2023,Q4,Depenses sante,13698.83,FCFA
Sud,2023,Q4,Depenses education,11821.38,FCFA
Sud,2023,Q4,Depenses logement,33310.7,FCFA
Sud,2023,Q4,Depenses transport,22401.85,FCFA
Sud,2023,Q4,Accès eau potable,57.0,%
Sud,2023,Q4,Accès electricite,52.25,%
Sud,2023,Q4,Accès toilettes,33.25,%
Sud,2023,Q4,Possession telephone,63.0,%
Sud,2023,Q4,Possession radio,54.0,%
Sud,2023,Q4,Possession TV,36.0,%
Sud,2023,Q5 (plus riche),Revenu moyen mensuel,408000.0,FCFA
Sud,2023,Q5 (plus riche),Depenses alimentation,207092.36,FCFA
Sud,2023,Q5 (plus riche),Depenses sante,33659.42,FCFA
Sud,2023,Q5 (plus riche),Depenses education,24033.76,FCFA
Sud,2023,Q5 (plus riche),Depenses logement,89691.04,FCFA
Sud,2023,Q5 (plus riche),Depenses transport,40643.76,FCFA
Sud,2023,Q5 (plus riche),Accès eau potable,60.0,%
Sud,2023,Q5 (plus riche),Accès electricite,55.0,%
Sud,2023,Q5 (plus riche),Accès toilettes,35.0,%
Sud,2023,Q5 (plus riche),Possession telephone,84.0,%
Sud,2023,Q5 (plus riche),Possession radio,72.0,%
Sud,2023,Q5 (plus riche),Possession TV,48.0,%
Sud-Ouest,2005,Q1 (plus pauvre),Revenu moyen mensuel,25000.0,FCFA
Sud-Ouest,2005,Q1 (plus pauvre),Depenses alimentation,11927.24,FCFA
Sud-Ouest,2005,Q1 (plus pauvre),Depenses sante,1959.58,FCFA
Sud-Ouest,2005,Q1 (plus pauvre),Depenses education,1254.2,FCFA
Sud-Ouest,2005,Q1 (plus pauvre),Depenses logement,5683.17,FCFA
Sud-Ouest,2005,Q1 (plus pauvre),Depenses transport,3089.08,FCFA
Sud-Ouest,2005,Q1 (plus pauvre),Accès eau potable,30.0,%
Sud-Ouest,2005,Q1 (plus pauvre),Accès electricite,27.5,%
Sud-Ouest,2005,Q1 (plus pauvre),Accès toilettes,17.5,%
Sud-Ouest,2005,Q1 (plus pauvre),Possession telephone,21.0,%
Sud-Ouest,2005,Q1 (plus pauvre),Possession radio,18.0,%
Sud-Ouest,2005,Q1 (plus pauvre),Possession TV,12.0,%
Sud-Ouest,2005,Q2,Revenu moyen mensuel,50000.0,FCFA
Sud-Ouest,2005,Q2,Depenses alimentation,18688.5,FCFA
Sud-Ouest,2005,Q2,Depenses sante,3559.68,FCFA
Sud-Ouest,2005,Q2,Depenses education,2246.94,FCFA
Sud-Ouest,2005,Q2,Depenses logement,11410.3,FCFA
Sud-Ouest,2005,Q2,Depenses transport,5259.38,FCFA
Sud-Ouest,2005,Q2,Accès eau potable,42.0,%
Sud-Ouest,2005,Q2,Accès electricite,38.5,%
Sud-Ouest,2005,Q2,Accès toilettes,24.5,%
Sud-Ouest,2005,Q2,Possession telephone,35.0,%
Sud-Ouest,2005,Q2,Possession radio,30.0,%
Sud-Ouest,2005,Q2,Possession TV,20.0,%
Sud-Ouest,2005,Q3,Revenu moyen mensuel,90000.0,FCFA
Sud-Ouest,2005,Q3,Depenses alimentation,47341.18,FCFA
Sud-Ouest,2005,Q3,Depenses sante,7458.79,FCFA
Sud-Ouest,2005,Q3,Depenses education,3983.45,FCFA
Sud-Ouest,2005,Q3,Depenses logement,17838.38,FCFA
Sud-Ouest,2005,Q3,Depenses transport,9318.01,FCFA
Sud-Ouest,2005,Q3,Accès eau potable,51.0,%
Sud-Ouest,2005,Q3,Accès electricite,46.75,%
Sud-Ouest,2005,Q3,Accès toilettes,29.75,%
Sud-Ouest,2005,Q3,Possession telephone,49.0,%
Sud-Ouest,2005,Q3,Possession radio,42.0,%
Sud-Ouest,2005,Q3,Possession TV,28.0,%
Sud-Ouest,2005,Q4,Revenu moyen mensuel,150000.0,FCFA
Sud-Ouest,2005,Q4,Depenses alimentation,57583.47,FCFA
Sud-Ouest,2005,Q4,Depenses sante,13136.24,FCFA
Sud-Ouest,2005,Q4,Depenses education,7101.14,FCFA
Sud-Ouest,2005,Q4,Depenses logement,32825.69,FCFA
Sud-Ouest,2005,Q4,Depenses transport,21424.81,FCFA
Sud-Ouest,2005,Q4,Accès eau potable,57.0,%
Sud-Ouest,2005,Q4,Accès electricite,52.25,%
Sud-Ouest,2005,Q4,Accès toilettes,33.25,%
Sud-Ouest,2005,Q4,Possession telephone,63.0,%
Sud-Ouest,2005,Q4,Possession radio,54.0,%
Sud-Ouest,2005,Q4,Possession TV,36.0,%
Sud-Ouest,2005,Q5 (plus riche),Revenu moyen mensuel,300000.0,FCFA
Sud-Ouest,2005,Q5 (plus riche),Depenses alimentation,116464.22,FCFA
Sud-Ouest,2005,Q5 (plus riche),Depenses sante,20944.28,FCFA
Sud-Ouest,2005,Q5 (plus riche),Depenses education,15904.04,FCFA
Sud-Ouest,2005,Q5 (plus riche),Depenses logement,52682.01,FCFA
Sud-Ouest,2005,Q5 (plus riche),Depenses transport,37726.61,FCFA
Sud-Ouest,2005,Q5 (plus riche),Accès eau potable,60.0,%
Sud-Ouest,2005,Q5 (plus riche),Accès electricite,55.0,%
Sud-Ouest,2005,Q5 (plus riche),Accès toilettes,35.0,%
Sud-Ouest,2005,Q5 (plus riche),Possession telephone,84.0,%
Sud-Ouest,2005,Q5 (plus riche),Possession radio,72.0,%
Sud-Ouest,2005,Q5 (plus riche),Possession TV,48.0,%
Sud-Ouest,2006,Q1 (plus pauvre),Revenu moyen mensuel,25500.0,FCFA
Sud-Ouest,2006,Q1 (plus pauvre),Depenses alimentation,10538.76,FCFA
Sud-Ouest,2006,Q1 (plus pauvre),Depenses sante,1912.73,FCFA
Sud-Ouest,2006,Q1 (plus pauvre),Depenses education,1331.59,FCFA
Sud-Ouest,2006,Q1 (plus pauvre),Depenses logement,5828.45,FCFA
Sud-Ouest,2006,Q1 (plus pauvre),Depenses transport,3265.64,FCFA
Sud-Ouest,2006,Q1 (plus pauvre),Accès eau potable,30.0,%
Sud-Ouest,2006,Q1 (plus pauvre),Accès electricite,27.5,%
Sud-Ouest,2006,Q1 (plus pauvre),Accès toilettes,17.5,%
Sud-Ouest,2006,Q1 (plus pauvre),Possession telephone,21.0,%
Sud-Ouest,2006,Q1 (plus pauvre),Possession radio,18.0,%
Sud-Ouest,2006,Q1 (plus pauvre),Possession TV,12.0,%
Sud-Ouest,2006,Q2,Revenu moyen mensuel,51000.0,FCFA
Sud-Ouest,2006,Q2,Depenses alimentation,23016.38,FCFA
Sud-Ouest,2006,Q2,Depenses sante,4209.02,FCFA
Sud-Ouest,2006,Q2,Depenses education,2745.14,FCFA
Sud-Ouest,2006,Q2,Depenses logement,8365.31,FCFA
Sud-Ouest,2006,Q2,Depenses transport,6397.55,FCFA
Sud-Ouest,2006,Q2,Accès eau potable,42.0,%
Sud-Ouest,2006,Q2,Accès electricite,38.5,%
Sud-Ouest,2006,Q2,Accès toilettes,24.5,%
Sud-Ouest,2006,Q2,Possession telephone,35.0,%
Sud-Ouest,2006,Q2,Possession radio,30.0,%
Sud-Ouest,2006,Q2,Possession TV,20.0,%
Sud-Ouest,2006,Q3,Revenu moyen mensuel,91800.0,FCFA
Sud-Ouest,2006,Q3,Depenses alimentation,42282.75,FCFA
Sud-Ouest,2006,Q3,Depenses sante,7692.7,FCFA
Sud-Ouest,2006,Q3,Depenses education,5343.07,FCFA
Sud-Ouest,2006,Q3,Depenses logement,21197.41,FCFA
Sud-Ouest,2006,Q3,Depenses transport,12247.25,FCFA
Sud-Ouest,2006,Q3,Accès eau potable,51.0,%
Sud-Ouest,2006,Q3,Accès electricite,46.75,%
Sud-Ouest,2006,Q3,Accès toilettes,29.75,%
Sud-Ouest,2006,Q3,Possession telephone,49.0,%
Sud-Ouest,2006,Q3,Possession radio,42.0,%
Sud-Ouest,2006,Q3,Possession TV,28.0,%
Sud-Ouest,2006,Q4,Revenu moyen mensuel,153000.0,FCFA
Sud-Ouest,2006,Q4,Depenses alimentation,77690.74,FCFA
