date,annee,mois,jour,region,precipitation_mm,temperature_c,humidite_pct
2005-04-16,2005,4,16,Sud-Ouest,12.4,29.2,77.1
2005-04-17,2005,4,17,Sud-Ouest,1.06,28.6,68.5
2005-04-18,2005,4,18,Sud-Ouest,1.07,30.4,52.5
2005-04-19,2005,4,19,Sud-Ouest,5.16,30.7,65.5
2005-04-20,2005,4,20,Sud-Ouest,1.96,34.8,71.2
2005-04-21,2005,4,21,Sud-Ouest,4.89,26.8,76.8
2005-04-22,2005,4,22,Sud-Ouest,29.04,22.5,81.2
2005-04-23,2005,4,23,Sud-Ouest,12.59,23.2,81.8
2005-04-24,2005,4,24,Sud-Ouest,4.96,23.6,67.9
2005-04-25,2005,4,25,Sud-Ouest,2.96,24.5,75.5
2005-04-26,2005,4,26,Sud-Ouest,12.23,29.9,77.2
2005-04-27,2005,4,27,Sud-Ouest,2.48,27.2,74.2
2005-04-28,2005,4,28,Sud-Ouest,10.73,27.6,74.8
2005-04-29,2005,4,29,Sud-Ouest,2.55,25.9,66.7
2005-04-30,2005,4,30,Sud-Ouest,1.93,26.3,63.0
2005-05-01,2005,5,1,Sud-Ouest,19.52,27.7,46.1
2005-05-02,2005,5,2,Sud-Ouest,15.9,25.5,61.7
2005-05-03,2005,5,3,Sud-Ouest,1.17,27.8,76.4
2005-05-04,2005,5,4,Sud-Ouest,3.93,23.6,86.2
2005-05-05,2005,5,5,Sud-Ouest,38.14,32.7,66.9
2005-05-06,2005,5,6,Sud-Ouest,10.27,28.0,60.6
2005-05-07,2005,5,7,Sud-Ouest,5.02,28.8,60.4
2005-05-08,2005,5,8,Sud-Ouest,18.71,25.5,76.2
2005-05-09,2005,5,9,Sud-Ouest,10.88,25.2,60.0
2005-05-10,2005,5,10,Sud-Ouest,4.64,26.9,64.4
2005-05-11,2005,5,11,Sud-Ouest,3.78,25.2,64.1
2005-05-12,2005,5,12,Sud-Ouest,2.84,32.4,66.2
2005-05-13,2005,5,13,Sud-Ouest,3.27,27.6,86.9
2005-05-14,2005,5,14,Sud-Ouest,8.51,26.7,63.5
2005-05-15,2005,5,15,Sud-Ouest,6.91,26.9,72.5
2005-05-16,2005,5,16,Sud-Ouest,6.26,32.1,64.1
2005-05-17,2005,5,17,Sud-Ouest,15.0,30.5,88.2
2005-05-18,2005,5,18,Sud-Ouest,0.05,26.3,95.0
2005-05-19,2005,5,19,Sud-Ouest,0.08,30.6,65.8
2005-05-20,2005,5,20,Sud-Ouest,0.95,26.7,60.3
2005-05-21,2005,5,21,Sud-Ouest,8.8,25.4,56.2
2005-05-22,2005,5,22,Sud-Ouest,14.62,21.5,61.7
2005-05-23,2005,5,23,Sud-Ouest,1.07,26.4,69.5
2005-05-24,2005,5,24,Sud-Ouest,1.59,30.6,68.1
2005-05-25,2005,5,25,Sud-Ouest,4.23,27.5,62.5
2005-05-26,2005,5,26,Sud-Ouest,9.21,24.5,56.8
2005-05-27,2005,5,27,Sud-Ouest,2.81,26.1,57.7
2005-05-28,2005,5,28,Sud-Ouest,2.63,26.4,65.3
2005-05-29,2005,5,29,Sud-Ouest,1.12,32.3,66.7
2005-05-30,2005,5,30,Sud-Ouest,1.09,23.1,84.4
2005-05-31,2005,5,31,Sud-Ouest,0.97,27.4,66.0
2005-06-01,2005,6,1,Sud-Ouest,5.77,24.9,78.7
2005-06-02,2005,6,2,Sud-Ouest,9.06,24.2,80.6
2005-06-03,2005,6,3,Sud-Ouest,4.83,23.7,57.1
2005-06-04,2005,6,4,Sud-Ouest,7.99,30.8,82.9
2005-06-05,2005,6,5,Sud-Ouest,0.1,25.1,79.6
2005-06-06,2005,6,6,Sud-Ouest,8.16,30.6,60.5
2005-06-07,2005,6,7,Sud-Ouest,0.71,27.9,63.6
2005-06-08,2005,6,8,Sud-Ouest,0.35,25.6,69.0
2005-06-09,2005,6,9,Sud-Ouest,13.04,21.3,73.5
2005-06-10,2005,6,10,Sud-Ouest,1.9,26.2,57.8
2005-06-11,2005,6,11,Sud-Ouest,15.75,27.5,63.1
2005-06-12,2005,6,12,Sud-Ouest,7.41,24.0,74.8
2005-06-13,2005,6,13,Sud-Ouest,7.32,31.7,73.9
2005-06-14,2005,6,14,Sud-Ouest,2.71,24.8,53.7
2005-06-15,2005,6,15,Sud-Ouest,2.42,25.2,87.9
2005-06-16,2005,6,16,Sud-Ouest,0.4,30.2,71.1
2005-06-17,2005,6,17,Sud-Ouest,14.92,30.8,57.9
2005-06-18,2005,6,18,Sud-Ouest,2.68,22.1,72.3
2005-06-19,2005,6,19,Sud-Ouest,3.21,27.2,72.3
2005-06-20,2005,6,20,Sud-Ouest,6.89,28.1,67.7
2005-06-21,2005,6,21,Sud-Ouest,2.45,29.4,74.4
2005-06-22,2005,6,22,Sud-Ouest,4.08,26.2,55.5
2005-06-23,2005,6,23,Sud-Ouest,0.68,24.5,69.0
2005-06-24,2005,6,24,Sud-Ouest,11.72,31.0,60.6
2005-06-25,2005,6,25,Sud-Ouest,3.33,21.5,72.3
2005-06-26,2005,6,26,Sud-Ouest,2.61,32.3,65.7
2005-06-27,2005,6,27,Sud-Ouest,10.26,27.4,64.1
2005-06-28,2005,6,28,Sud-Ouest,1.04,27.5,88.5
2005-06-29,2005,6,29,Sud-Ouest,0.87,27.8,92.1
2005-06-30,2005,6,30,Sud-Ouest,15.44,24.0,62.6
2005-07-01,2005,7,1,Sud-Ouest,1.41,24.3,73.9
2005-07-02,2005,7,2,Sud-Ouest,2.26,25.8,77.3
2005-07-03,2005,7,3,Sud-Ouest,3.9,31.1,80.1
2005-07-04,2005,7,4,Sud-Ouest,20.05,27.7,57.8
2005-07-05,2005,7,5,Sud-Ouest,3.15,21.1,77.2
2005-07-06,2005,7,6,Sud-Ouest,0.68,26.8,58.8
2005-07-07,2005,7,7,Sud-Ouest,3.23,21.8,75.1
2005-07-08,2005,7,8,Sud-Ouest,1.38,21.7,69.2
2005-07-09,2005,7,9,Sud-Ouest,1.28,29.0,81.1
2005-07-10,2005,7,10,Sud-Ouest,0.67,24.4,59.3
2005-07-11,2005,7,11,Sud-Ouest,1.24,23.2,55.3
2005-07-12,2005,7,12,Sud-Ouest,10.87,25.5,66.8
2005-07-13,2005,7,13,Sud-Ouest,2.63,23.8,67.4
2005-07-14,2005,7,14,Sud-Ouest,21.69,29.5,71.8
2005-07-15,2005,7,15,Sud-Ouest,3.7,31.0,70.9
2005-07-16,2005,7,16,Sud-Ouest,0.15,27.8,82.8
2005-07-17,2005,7,17,Sud-Ouest,15.64,21.7,65.9
2005-07-18,2005,7,18,Sud-Ouest,10.98,23.0,63.4
2005-07-19,2005,7,19,Sud-Ouest,1.12,26.4,66.8
2005-07-20,2005,7,20,Sud-Ouest,0.79,23.3,69.8
2005-07-21,2005,7,21,Sud-Ouest,24.45,24.2,67.2
2005-07-22,2005,7,22,Sud-Ouest,14.38,24.7,82.6
2005-07-23,2005,7,23,Sud-Ouest,4.68,27.7,80.7
2005-07-24,2005,7,24,Sud-Ouest,11.41,26.4,77.3
2005-07-25,2005,7,25,Sud-Ouest,1.57,24.9,68.7
2005-07-26,2005,7,26,Sud-Ouest,5.49,29.0,67.9
2005-07-27,2005,7,27,Sud-Ouest,4.91,22.7,64.8
2005-07-28,2005,7,28,Sud-Ouest,0.45,21.6,56.7
2005-07-29,2005,7,29,Sud-Ouest,0.63,27.5,64.5
2005-07-30,2005,7,30,Sud-Ouest,7.6,23.7,79.3
2005-07-31,2005,7,31,Sud-Ouest,4.96,29.2,61.6
2005-08-01,2005,8,1,Sud-Ouest,4.97,23.2,79.0
2005-08-02,2005,8,2,Sud-Ouest,3.63,24.4,78.8
2005-08-03,2005,8,3,Sud-Ouest,6.43,24.3,56.9
2005-08-04,2005,8,4,Sud-Ouest,7.56,23.8,73.5
2005-08-05,2005,8,5,Sud-Ouest,7.32,20.9,74.1
2005-08-06,2005,8,6,Sud-Ouest,9.84,25.2,57.9
2005-08-07,2005,8,7,Sud-Ouest,3.37,26.8,57.6
2005-08-08,2005,8,8,Sud-Ouest,5.04,26.3,76.2
2005-08-09,2005,8,9,Sud-Ouest,4.22,21.8,81.5
2005-08-10,2005,8,10,Sud-Ouest,1.95,25.0,75.7
2005-08-11,2005,8,11,Sud-Ouest,4.23,24.4,69.5
2005-08-12,2005,8,12,Sud-Ouest,0.32,23.0,75.1
2005-08-13,2005,8,13,Sud-Ouest,0.84,27.6,80.5
2005-08-14,2005,8,14,Sud-Ouest,4.36,27.8,70.6
2005-08-15,2005,8,15,Sud-Ouest,9.94,26.4,69.0
2005-08-16,2005,8,16,Sud-Ouest,0.71,29.3,77.2
2005-08-17,2005,8,17,Sud-Ouest,4.98,24.7,69.1
2005-08-18,2005,8,18,Sud-Ouest,0.69,22.4,82.0
2005-08-19,2005,8,19,Sud-Ouest,3.63,29.0,57.5
2005-08-20,2005,8,20,Sud-Ouest,0.87,27.9,69.2
2005-08-21,2005,8,21,Sud-Ouest,1.02,23.8,69.5
2005-08-22,2005,8,22,Sud-Ouest,3.71,30.8,81.7
2005-08-23,2005,8,23,Sud-Ouest,10.8,27.4,82.0
2005-08-24,2005,8,24,Sud-Ouest,0.94,23.9,62.4
2005-08-25,2005,8,25,Sud-Ouest,3.16,26.2,74.7
2005-08-26,2005,8,26,Sud-Ouest,0.14,29.8,70.7
2005-08-27,2005,8,27,Sud-Ouest,3.22,27.0,80.9
2005-08-28,2005,8,28,Sud-Ouest,1.17,20.4,60.4
2005-08-29,2005,8,29,Sud-Ouest,11.14,25.9,58.7
2005-08-30,2005,8,30,Sud-Ouest,1.93,21.1,79.7
2005-08-31,2005,8,31,Sud-Ouest,2.17,29.0,57.0
2005-09-01,2005,9,1,Sud-Ouest,0.79,26.9,57.7
2005-09-02,2005,9,2,Sud-Ouest,0.71,28.0,62.8
2005-09-03,2005,9,3,Sud-Ouest,3.93,28.7,74.6
2005-09-04,2005,9,4,Sud-Ouest,2.6,24.9,70.7
2005-09-05,2005,9,5,Sud-Ouest,2.0,28.0,82.4
2005-09-06,2005,9,6,Sud-Ouest,0.91,21.4,71.5
2005-09-07,2005,9,7,Sud-Ouest,1.19,16.7,84.4
2005-09-08,2005,9,8,Sud-Ouest,3.42,21.7,65.0
2005-09-09,2005,9,9,Sud-Ouest,3.26,26.5,68.9
2005-09-10,2005,9,10,Sud-Ouest,3.77,25.5,55.7
2005-09-11,2005,9,11,Sud-Ouest,1.36,23.1,62.8
2005-09-12,2005,9,12,Sud-Ouest,10.82,26.4,71.6
2005-09-13,2005,9,13,Sud-Ouest,9.0,23.4,83.6
2005-09-14,2005,9,14,Sud-Ouest,5.34,25.7,68.7
2005-09-15,2005,9,15,Sud-Ouest,5.57,23.4,84.4
2005-09-16,2005,9,16,Sud-Ouest,0.74,24.7,76.3
2005-09-17,2005,9,17,Sud-Ouest,2.72,20.4,68.3
2005-09-18,2005,9,18,Sud-Ouest,6.62,22.9,78.5
2005-09-19,2005,9,19,Sud-Ouest,7.14,28.6,60.9
2005-09-20,2005,9,20,Sud-Ouest,5.85,23.8,68.8
2005-09-21,2005,9,21,Sud-Ouest,6.2,17.0,60.2
2005-09-22,2005,9,22,Sud-Ouest,0.7,23.3,81.7
2005-09-23,2005,9,23,Sud-Ouest,3.14,30.5,65.8
2005-09-24,2005,9,24,Sud-Ouest,3.34,27.3,66.2
2005-09-25,2005,9,25,Sud-Ouest,0.75,28.4,76.7
2005-09-26,2005,9,26,Sud-Ouest,5.0,29.3,71.9
2005-09-27,2005,9,27,Sud-Ouest,0.06,26.7,62.4
2005-09-28,2005,9,28,Sud-Ouest,1.97,31.3,68.1
2005-09-29,2005,9,29,Sud-Ouest,3.3,28.9,86.3
2005-09-30,2005,9,30,Sud-Ouest,1.38,21.6,78.5
2005-10-01,2005,10,1,Sud-Ouest,0.46,25.3,69.0
2005-10-02,2005,10,2,Sud-Ouest,1.64,22.3,80.4
2005-10-03,2005,10,3,Sud-Ouest,0.92,25.9,60.9
2005-10-04,2005,10,4,Sud-Ouest,4.38,23.2,75.9
2005-10-05,2005,10,5,Sud-Ouest,1.59,28.4,66.3
2005-10-06,2005,10,6,Sud-Ouest,7.51,26.5,59.5
2005-10-07,2005,10,7,Sud-Ouest,0.13,23.4,82.7
2005-10-08,2005,10,8,Sud-Ouest,1.16,27.7,73.3
2005-10-09,2005,10,9,Sud-Ouest,8.97,26.3,68.9
2005-10-10,2005,10,10,Sud-Ouest,11.17,31.5,67.2
2005-10-11,2005,10,11,Sud-Ouest,5.76,25.8,62.9
2005-10-12,2005,10,12,Sud-Ouest,1.75,27.5,57.3
2005-10-13,2005,10,13,Sud-Ouest,5.29,26.3,57.6
2005-10-14,2005,10,14,Sud-Ouest,1.58,27.5,78.5
2005-10-15,2005,10,15,Sud-Ouest,2.11,22.3,67.8
2005-10-16,2005,10,16,Sud-Ouest,9.03,30.4,79.7
2005-10-17,2005,10,17,Sud-Ouest,2.44,23.6,54.9
2005-10-18,2005,10,18,Sud-Ouest,1.75,30.1,62.7
2005-10-19,2005,10,19,Sud-Ouest,1.98,26.2,57.5
2005-10-20,2005,10,20,Sud-Ouest,0.78,28.9,75.3
2005-10-21,2005,10,21,Sud-Ouest,5.6,26.1,58.6
2005-10-22,2005,10,22,Sud-Ouest,2.77,20.9,69.7
2005-10-23,2005,10,23,Sud-Ouest,0.99,28.1,57.4
2005-10-24,2005,10,24,Sud-Ouest,2.22,23.6,84.9
2005-10-25,2005,10,25,Sud-Ouest,0.74,20.3,73.7
2005-10-26,2005,10,26,Sud-Ouest,1.58,32.2,60.7
2005-10-27,2005,10,27,Sud-Ouest,3.38,24.6,59.7
2005-10-28,2005,10,28,Sud-Ouest,9.89,18.5,60.8
2005-10-29,2005,10,29,Sud-Ouest,3.73,29.9,60.4
2005-10-30,2005,10,30,Sud-Ouest,9.49,25.4,77.5
2005-10-31,2005,10,31,Sud-Ouest,22.68,21.1,67.0
2005-11-01,2005,11,1,Sud-Ouest,6.8,25.4,49.0
2005-11-02,2005,11,2,Sud-Ouest,3.52,28.0,73.0
2005-11-03,2005,11,3,Sud-Ouest,2.39,23.7,84.5
2005-11-04,2005,11,4,Sud-Ouest,1.99,25.8,61.4
2005-11-05,2005,11,5,Sud-Ouest,2.12,26.8,66.4
2005-11-06,2005,11,6,Sud-Ouest,5.76,26.3,68.4
2005-11-07,2005,11,7,Sud-Ouest,2.95,20.6,53.9
2005-11-08,2005,11,8,Sud-Ouest,31.75,24.7,77.5
2005-11-09,2005,11,9,Sud-Ouest,1.63,26.1,73.7
2005-11-10,2005,11,10,Sud-Ouest,4.06,29.3,55.3
2005-11-11,2005,11,11,Sud-Ouest,0.5,24.1,74.9
2005-11-12,2005,11,12,Sud-Ouest,1.82,23.2,50.9
2005-11-13,2005,11,13,Sud-Ouest,6.38,28.5,71.5
2005-11-14,2005,11,14,Sud-Ouest,4.76,27.2,78.3
2005-11-15,2005,11,15,Sud-Ouest,6.17,25.9,72.5
2005-11-16,2005,11,16,Sud-Ouest,3.33,30.3,73.8
2005-11-17,2005,11,17,Sud-Ouest,2.05,27.1,80.6
2005-11-18,2005,11,18,Sud-Ouest,0.38,28.1,62.1
2005-11-19,2005,11,19,Sud-Ouest,8.99,22.4,82.1
2005-11-20,2005,11,20,Sud-Ouest,11.43,28.7,62.9
2005-11-21,2005,11,21,Sud-Ouest,12.65,26.6,64.4
2005-11-22,2005,11,22,Sud-Ouest,7.47,23.3,68.7
2005-11-23,2005,11,23,Sud-Ouest,2.68,29.7,73.9
2005-11-24,2005,11,24,Sud-Ouest,2.46,24.0,60.4
2005-11-25,2005,11,25,Sud-Ouest,4.42,28.2,87.6
2005-11-26,2005,11,26,Sud-Ouest,1.49,29.6,69.6
2005-11-27,2005,11,27,Sud-Ouest,2.37,22.7,76.6
2005-11-28,2005,11,28,Sud-Ouest,17.14,21.0,80.1
2005-11-29,2005,11,29,Sud-Ouest,9.53,26.8,67.5
2005-11-30,2005,11,30,Sud-Ouest,3.89,24.8,61.6
2005-12-01,2005,12,1,Sud-Ouest,6.82,28.0,58.2
2005-12-02,2005,12,2,Sud-Ouest,2.03,26.3,59.1
2005-12-03,2005,12,3,Sud-Ouest,0.4,30.9,68.4
2005-12-04,2005,12,4,Sud-Ouest,21.95,27.5,71.7
2005-12-05,2005,12,5,Sud-Ouest,5.17,25.1,81.8
2005-12-06,2005,12,6,Sud-Ouest,8.76,27.3,69.0
2005-12-07,2005,12,7,Sud-Ouest,9.04,28.0,66.6
2005-12-08,2005,12,8,Sud-Ouest,7.6,27.6,57.5
2005-12-09,2005,12,9,Sud-Ouest,11.2,27.5,78.5
2005-12-10,2005,12,10,Sud-Ouest,25.19,22.1,82.3
2005-12-11,2005,12,11,Sud-Ouest,7.37,26.5,73.2
2005-12-12,2005,12,12,Sud-Ouest,10.6,27.4,53.1
2005-12-13,2005,12,13,Sud-Ouest,1.03,31.7,67.5
2005-12-14,2005,12,14,Sud-Ouest,10.51,31.6,56.7
2005-12-15,2005,12,15,Sud-Ouest,3.8,27.4,61.7
2005-12-16,2005,12,16,Sud-Ouest,26.9,23.7,63.0
2005-12-17,2005,12,17,Sud-Ouest,5.2,29.0,66.5
2005-12-18,2005,12,18,Sud-Ouest,3.45,31.1,77.2
2005-12-19,2005,12,19,Sud-Ouest,6.94,26.5,64.6
2005-12-20,2005,12,20,Sud-Ouest,4.22,32.1,75.8
2005-12-21,2005,12,21,Sud-Ouest,3.43,32.1,69.3
2005-12-22,2005,12,22,Sud-Ouest,14.58,25.8,68.9
2005-12-23,2005,12,23,Sud-Ouest,0.87,26.0,68.4
2005-12-24,2005,12,24,Sud-Ouest,2.33,25.2,94.4
2005-12-25,2005,12,25,Sud-Ouest,5.73,24.6,77.9
2005-12-26,2005,12,26,Sud-Ouest,3.7,25.6,71.5
2005-12-27,2005,12,27,Sud-Ouest,12.63,28.3,86.6
2005-12-28,2005,12,28,Sud-Ouest,2.35,28.0,81.4
2005-12-29,2005,12,29,Sud-Ouest,4.44,29.1,79.5
2005-12-30,2005,12,30,Sud-Ouest,1.48,25.1,77.8
2005-12-31,2005,12,31,Sud-Ouest,1.53,20.4,59.9
2006-01-01,2006,1,1,Sud-Ouest,14.52,30.0,79.0
2006-01-02,2006,1,2,Sud-Ouest,2.81,23.8,70.3
2006-01-03,2006,1,3,Sud-Ouest,8.06,28.7,70.7
2006-01-04,2006,1,4,Sud-Ouest,5.09,22.7,79.8
2006-01-05,2006,1,5,Sud-Ouest,9.46,29.9,72.8
2006-01-06,2006,1,6,Sud-Ouest,5.92,31.4,55.5
2006-01-07,2006,1,7,Sud-Ouest,13.27,28.8,74.6
2006-01-08,2006,1,8,Sud-Ouest,0.13,27.9,78.4
2006-01-09,2006,1,9,Sud-Ouest,2.62,29.8,68.4
2006-01-10,2006,1,10,Sud-Ouest,0.03,28.2,82.5
2006-01-11,2006,1,11,Sud-Ouest,4.48,32.3,70.5
2006-01-12,2006,1,12,Sud-Ouest,3.87,30.8,69.3
2006-01-13,2006,1,13,Sud-Ouest,6.51,27.8,58.3
2006-01-14,2006,1,14,Sud-Ouest,4.85,27.5,70.0
2006-01-15,2006,1,15,Sud-Ouest,7.08,29.5,74.7
2006-01-16,2006,1,16,Sud-Ouest,0.07,23.5,68.3
2006-01-17,2006,1,17,Sud-Ouest,10.51,32.9,72.5
2006-01-18,2006,1,18,Sud-Ouest,0.33,33.7,70.3
2006-01-19,2006,1,19,Sud-Ouest,6.25,26.2,68.2
2006-01-20,2006,1,20,Sud-Ouest,2.19,34.4,54.6
2006-01-21,2006,1,21,Sud-Ouest,13.24,26.0,77.0
2006-01-22,2006,1,22,Sud-Ouest,1.85,31.5,74.1
2006-01-23,2006,1,23,Sud-Ouest,1.35,25.9,62.4
2006-01-24,2006,1,24,Sud-Ouest,4.51,28.2,74.0
2006-01-25,2006,1,25,Sud-Ouest,1.88,34.1,69.2
2006-01-26,2006,1,26,Sud-Ouest,2.47,26.5,85.1
2006-01-27,2006,1,27,Sud-Ouest,3.94,33.6,70.1
2006-01-28,2006,1,28,Sud-Ouest,1.8,30.6,75.1
2006-01-29,2006,1,29,Sud-Ouest,14.4,26.0,75.3
2006-01-30,2006,1,30,Sud-Ouest,2.83,25.9,72.2
2006-01-31,2006,1,31,Sud-Ouest,11.6,33.2,85.6
2006-02-01,2006,2,1,Sud-Ouest,28.69,28.5,56.7
2006-02-02,2006,2,2,Sud-Ouest,12.49,30.4,63.5
2006-02-03,2006,2,3,Sud-Ouest,4.32,29.2,63.1
2006-02-04,2006,2,4,Sud-Ouest,2.01,31.8,69.7
2006-02-05,2006,2,5,Sud-Ouest,1.13,26.6,71.2
2006-02-06,2006,2,6,Sud-Ouest,13.38,26.1,63.8
2006-02-07,2006,2,7,Sud-Ouest,2.43,23.7,66.2
2006-02-08,2006,2,8,Sud-Ouest,1.92,25.7,84.6
2006-02-09,2006,2,9,Sud-Ouest,0.84,30.3,69.6
2006-02-10,2006,2,10,Sud-Ouest,20.38,32.6,89.3
2006-02-11,2006,2,11,Sud-Ouest,1.52,23.0,68.5
2006-02-12,2006,2,12,Sud-Ouest,4.04,27.6,80.9
2006-02-13,2006,2,13,Sud-Ouest,5.99,29.0,70.7
2006-02-14,2006,2,14,Sud-Ouest,15.94,28.8,78.0
2006-02-15,2006,2,15,Sud-Ouest,0.9,27.6,78.0
2006-02-16,2006,2,16,Sud-Ouest,30.32,25.6,71.8
2006-02-17,2006,2,17,Sud-Ouest,4.67,26.0,65.1
2006-02-18,2006,2,18,Sud-Ouest,17.6,29.4,59.3
2006-02-19,2006,2,19,Sud-Ouest,28.28,33.4,80.9
2006-02-20,2006,2,20,Sud-Ouest,16.24,30.1,64.9
2006-02-21,2006,2,21,Sud-Ouest,4.91,32.4,73.8
2006-02-22,2006,2,22,Sud-Ouest,4.88,30.1,56.9
2006-02-23,2006,2,23,Sud-Ouest,4.41,30.1,61.5
2006-02-24,2006,2,24,Sud-Ouest,14.75,27.5,71.1
2006-02-25,2006,2,25,Sud-Ouest,13.0,31.3,76.8
2006-02-26,2006,2,26,Sud-Ouest,9.98,29.5,89.5
2006-02-27,2006,2,27,Sud-Ouest,1.31,24.8,84.1
2006-02-28,2006,2,28,Sud-Ouest,18.19,28.7,73.6
2006-03-01,2006,3,1,Sud-Ouest,21.94,36.7,85.2
2006-03-02,2006,3,2,Sud-Ouest,11.5,25.6,77.3
2006-03-03,2006,3,3,Sud-Ouest,10.33,29.8,60.3
2006-03-04,2006,3,4,Sud-Ouest,0.38,30.7,72.5
2006-03-05,2006,3,5,Sud-Ouest,7.7,32.5,69.9
2006-03-06,2006,3,6,Sud-Ouest,10.89,25.8,73.8
2006-03-07,2006,3,7,Sud-Ouest,2.74,30.9,71.9
2006-03-08,2006,3,8,Sud-Ouest,3.12,29.9,56.8
2006-03-09,2006,3,9,Sud-Ouest,23.01,29.3,70.1
2006-03-10,2006,3,10,Sud-Ouest,13.41,26.9,92.6
2006-03-11,2006,3,11,Sud-Ouest,3.36,28.1,75.2
2006-03-12,2006,3,12,Sud-Ouest,10.04,25.9,63.9
2006-03-13,2006,3,13,Sud-Ouest,4.37,27.6,73.9
2006-03-14,2006,3,14,Sud-Ouest,0.91,27.7,63.2
2006-03-15,2006,3,15,Sud-Ouest,1.96,31.1,75.6
2006-03-16,2006,3,16,Sud-Ouest,11.73,32.0,73.8
2006-03-17,2006,3,17,Sud-Ouest,2.5,22.8,75.5
2006-03-18,2006,3,18,Sud-Ouest,23.46,25.8,51.3
2006-03-19,2006,3,19,Sud-Ouest,4.79,31.8,84.5
2006-03-20,2006,3,20,Sud-Ouest,22.68,31.3,70.0
2006-03-21,2006,3,21,Sud-Ouest,0.2,23.1,87.2
2006-03-22,2006,3,22,Sud-Ouest,3.33,31.0,60.8
2006-03-23,2006,3,23,Sud-Ouest,5.99,27.1,68.7
2006-03-24,2006,3,24,Sud-Ouest,2.64,24.8,73.1
2006-03-25,2006,3,25,Sud-Ouest,16.61,29.8,69.5
2006-03-26,2006,3,26,Sud-Ouest,27.02,28.8,63.6
2006-03-27,2006,3,27,Sud-Ouest,38.74,23.4,72.6
2006-03-28,2006,3,28,Sud-Ouest,8.36,28.3,70.1
2006-03-29,2006,3,29,Sud-Ouest,27.56,31.7,55.0
2006-03-30,2006,3,30,Sud-Ouest,2.98,26.2,87.4
2006-03-31,2006,3,31,Sud-Ouest,25.22,28.9,67.8
2006-04-01,2006,4,1,Sud-Ouest,3.44,26.4,59.6
2006-04-02,2006,4,2,Sud-Ouest,6.54,27.8,64.7
2006-04-03,2006,4,3,Sud-Ouest,20.95,29.7,60.5
2006-04-04,2006,4,4,Sud-Ouest,9.21,24.8,73.9
2006-04-05,2006,4,5,Sud-Ouest,8.41,22.0,69.8
2006-04-06,2006,4,6,Sud-Ouest,6.96,29.0,72.6
2006-04-07,2006,4,7,Sud-Ouest,14.11,24.4,70.0
2006-04-08,2006,4,8,Sud-Ouest,8.3,30.6,59.0
2006-04-09,2006,4,9,Sud-Ouest,5.24,29.9,61.4
2006-04-10,2006,4,10,Sud-Ouest,4.9,22.7,77.3
2006-04-11,2006,4,11,Sud-Ouest,12.94,31.4,71.5
2006-04-12,2006,4,12,Sud-Ouest,2.07,28.8,57.4
2006-04-13,2006,4,13,Sud-Ouest,18.82,29.0,64.5
2006-04-14,2006,4,14,Sud-Ouest,2.92,27.3,66.8
2006-04-15,2006,4,15,Sud-Ouest,12.67,32.7,74.9
2006-04-16,2006,4,16,Sud-Ouest,20.01,31.0,58.9
2006-04-17,2006,4,17,Sud-Ouest,11.88,26.7,54.8
2006-04-18,2006,4,18,Sud-Ouest,0.97,31.4,58.1
2006-04-19,2006,4,19,Sud-Ouest,4.32,26.7,59.1
2006-04-20,2006,4,20,Sud-Ouest,8.89,25.3,89.6
2006-04-21,2006,4,21,Sud-Ouest,11.65,27.6,67.4
2006-04-22,2006,4,22,Sud-Ouest,10.14,28.8,66.5
2006-04-23,2006,4,23,Sud-Ouest,6.23,28.1,62.1
2006-04-24,2006,4,24,Sud-Ouest,9.3,32.5,65.9
2006-04-25,2006,4,25,Sud-Ouest,0.92,31.7,60.9
2006-04-26,2006,4,26,Sud-Ouest,3.5,26.9,77.1
2006-04-27,2006,4,27,Sud-Ouest,3.92,28.9,83.2
2006-04-28,2006,4,28,Sud-Ouest,3.48,29.8,65.5
2006-04-29,2006,4,29,Sud-Ouest,20.03,26.8,74.6
2006-04-30,2006,4,30,Sud-Ouest,17.9,28.6,68.2
2006-05-01,2006,5,1,Sud-Ouest,6.55,29.8,60.6
2006-05-02,2006,5,2,Sud-Ouest,2.39,30.2,75.9
2006-05-03,2006,5,3,Sud-Ouest,7.16,25.2,81.1
2006-05-04,2006,5,4,Sud-Ouest,15.69,30.3,66.2
2006-05-05,2006,5,5,Sud-Ouest,7.02,34.3,65.0
2006-05-06,2006,5,6,Sud-Ouest,1.7,34.4,81.1
2006-05-07,2006,5,7,Sud-Ouest,3.22,27.9,73.6
2006-05-08,2006,5,8,Sud-Ouest,14.69,28.6,75.0
2006-05-09,2006,5,9,Sud-Ouest,0.6,30.5,80.9
2006-05-10,2006,5,10,Sud-Ouest,3.55,25.1,77.3
2006-05-11,2006,5,11,Sud-Ouest,0.23,27.5,65.4
2006-05-12,2006,5,12,Sud-Ouest,14.9,30.0,87.8
2006-05-13,2006,5,13,Sud-Ouest,2.76,30.7,65.7
2006-05-14,2006,5,14,Sud-Ouest,1.51,26.3,74.5
2006-05-15,2006,5,15,Sud-Ouest,15.12,28.0,53.2
2006-05-16,2006,5,16,Sud-Ouest,16.8,31.4,57.7
2006-05-17,2006,5,17,Sud-Ouest,0.98,25.6,61.9
2006-05-18,2006,5,18,Sud-Ouest,4.39,25.3,58.4
2006-05-19,2006,5,19,Sud-Ouest,3.93,30.3,78.4
