date,annee,mois,region,produit,prix_fcfa_kg,volume_tonnes,valeur_totale_millions
2018-09-01,2018,9,Sud-Ouest,Coton,346.27,2538,878.82
2018-10-01,2018,10,Sud-Ouest,Coton,383.3,2203,844.42
2018-11-01,2018,11,Sud-Ouest,Coton,453.86,162,73.52
2018-12-01,2018,12,Sud-Ouest,Coton,508.66,4291,2182.67
2019-01-01,2019,1,Sud-Ouest,Coton,586.13,3886,2277.71
2019-02-01,2019,2,Sud-Ouest,Coton,592.3,2633,1559.53
2019-03-01,2019,3,Sud-Ouest,Coton,556.3,3861,2147.88
2019-04-01,2019,4,Sud-Ouest,Coton,652.49,4594,2997.53
2019-05-01,2019,5,Sud-Ouest,Coton,673.57,1717,1156.51
2019-06-01,2019,6,Sud-Ouest,Coton,631.17,4061,2563.2
2019-07-01,2019,7,Sud-Ouest,Coton,387.66,2378,921.86
2019-08-01,2019,8,Sud-Ouest,Coton,469.55,893,419.31
2019-09-01,2019,9,Sud-Ouest,Coton,356.9,1185,422.93
2019-10-01,2019,10,Sud-Ouest,Coton,447.04,3815,1705.47
2019-11-01,2019,11,Sud-Ouest,Coton,440.29,1988,875.3
2019-12-01,2019,12,Sud-Ouest,Coton,560.33,3105,1739.82
2020-01-01,2020,1,Sud-Ouest,Coton,545.08,1733,944.63
2020-02-01,2020,2,Sud-Ouest,Coton,627.93,2268,1424.14
2020-03-01,2020,3,Sud-Ouest,Coton,579.64,2357,1366.2
2020-04-01,2020,4,Sud-Ouest,Coton,604.2,2092,1263.99
2020-05-01,2020,5,Sud-Ouest,Coton,576.59,4932,2843.73
2020-06-01,2020,6,Sud-Ouest,Coton,478.55,171,81.83
2020-07-01,2020,7,Sud-Ouest,Coton,420.83,87,36.61
2020-08-01,2020,8,Sud-Ouest,Coton,407.51,4229,1723.34
2020-09-01,2020,9,Sud-Ouest,Coton,429.76,3886,1670.05
2020-10-01,2020,10,Sud-Ouest,Coton,363.41,4884,1774.89
2020-11-01,2020,11,Sud-Ouest,Coton,500.3,4175,2088.75
2020-12-01,2020,12,Sud-Ouest,Coton,610.54,677,413.34
2021-01-01,2021,1,Sud-Ouest,Coton,604.68,2315,1399.83
2021-02-01,2021,2,Sud-Ouest,Coton,534.02,3210,1714.19
2021-03-01,2021,3,Sud-Ouest,Coton,585.42,935,547.37
2021-04-01,2021,4,Sud-Ouest,Coton,628.97,4843,3046.09
2021-05-01,2021,5,Sud-Ouest,Coton,543.24,4764,2588.01
2021-06-01,2021,6,Sud-Ouest,Coton,472.75,461,217.94
2021-07-01,2021,7,Sud-Ouest,Coton,444.11,1198,532.05
2021-08-01,2021,8,Sud-Ouest,Coton,473.94,3318,1572.53
2021-09-01,2021,9,Sud-Ouest,Coton,398.82,1395,556.35
2021-10-01,2021,10,Sud-Ouest,Coton,440.65,3311,1458.99
2021-11-01,2021,11,Sud-Ouest,Coton,518.29,2793,1447.59
2021-12-01,2021,12,Sud-Ouest,Coton,525.95,1749,919.88
2022-01-01,2022,1,Sud-Ouest,Coton,544.79,4561,2484.78
2022-02-01,2022,2,Sud-Ouest,Coton,659.47,946,623.85
2022-03-01,2022,3,Sud-Ouest,Coton,634.18,4708,2985.72
2022-04-01,2022,4,Sud-Ouest,Coton,607.93,2824,1716.8
2022-05-01,2022,5,Sud-Ouest,Coton,670.44,212,142.13
2022-06-01,2022,6,Sud-Ouest,Coton,582.75,364,212.12
2022-07-01,2022,7,Sud-Ouest,Coton,382.05,2486,949.79
2022-08-01,2022,8,Sud-Ouest,Coton,492.75,642,316.35
2022-09-01,2022,9,Sud-Ouest,Coton,413.65,3514,1453.58
2022-10-01,2022,10,Sud-Ouest,Coton,452.26,4269,1930.68
2022-11-01,2022,11,Sud-Ouest,Coton,527.44,3546,1870.32
2022-12-01,2022,12,Sud-Ouest,Coton,484.28,958,463.94
2023-01-01,2023,1,Sud-Ouest,Coton,571.68,504,288.13
2023-02-01,2023,2,Sud-Ouest,Coton,507.69,786,399.04
2023-03-01,2023,3,Sud-Ouest,Coton,579.72,4083,2366.99
2023-04-01,2023,4,Sud-Ouest,Coton,633.9,858,543.89
2023-05-01,2023,5,Sud-Ouest,Coton,558.42,1811,1011.3
2023-06-01,2023,6,Sud-Ouest,Coton,450.04,1442,648.95
2023-07-01,2023,7,Sud-Ouest,Coton,524.01,1138,596.32
2023-08-01,2023,8,Sud-Ouest,Coton,436.81,4605,2011.5
2023-09-01,2023,9,Sud-Ouest,Coton,392.17,1570,615.7
2023-10-01,2023,10,Sud-Ouest,Coton,455.41,1555,708.17
2023-11-01,2023,11,Sud-Ouest,Coton,458.45,1358,622.58
2023-12-01,2023,12,Sud-Ouest,Coton,548.86,1119,614.18
2000-01-01,2000,1,Sud-Ouest,Riz,422.11,4537,1915.12
2000-02-01,2000,2,Sud-Ouest,Riz,466.44,3334,1555.12
2000-03-01,2000,3,Sud-Ouest,Riz,495.69,1990,986.42
2000-04-01,2000,4,Sud-Ouest,Riz,460.7,3231,1488.53
2000-05-01,2000,5,Sud-Ouest,Riz,455.94,1408,641.97
2000-06-01,2000,6,Sud-Ouest,Riz,431.34,2943,1269.43
2000-07-01,2000,7,Sud-Ouest,Riz,367.24,593,217.77
2000-08-01,2000,8,Sud-Ouest,Riz,324.22,694,225.01
2000-09-01,2000,9,Sud-Ouest,Riz,325.9,3928,1280.12
2000-10-01,2000,10,Sud-Ouest,Riz,338.33,3882,1313.38
2000-11-01,2000,11,Sud-Ouest,Riz,330.0,2589,854.36
2000-12-01,2000,12,Sud-Ouest,Riz,345.62,4729,1634.46
2001-01-01,2001,1,Sud-Ouest,Riz,517.92,1602,829.71
2001-02-01,2001,2,Sud-Ouest,Riz,415.78,4386,1823.61
2001-03-01,2001,3,Sud-Ouest,Riz,565.47,1078,609.57
2001-04-01,2001,4,Sud-Ouest,Riz,504.77,4122,2080.68
2001-05-01,2001,5,Sud-Ouest,Riz,454.45,2660,1208.84
2001-06-01,2001,6,Sud-Ouest,Riz,459.9,2431,1118.02
2001-07-01,2001,7,Sud-Ouest,Riz,401.37,3409,1368.28
2001-08-01,2001,8,Sud-Ouest,Riz,387.38,391,151.47
2001-09-01,2001,9,Sud-Ouest,Riz,364.45,334,121.73
2001-10-01,2001,10,Sud-Ouest,Riz,346.65,1013,351.16
2001-11-01,2001,11,Sud-Ouest,Riz,368.68,102,37.61
2001-12-01,2001,12,Sud-Ouest,Riz,411.77,377,155.24
2002-01-01,2002,1,Sud-Ouest,Riz,482.13,3303,1592.48
2002-02-01,2002,2,Sud-Ouest,Riz,498.36,4651,2317.88
2002-03-01,2002,3,Sud-Ouest,Riz,483.0,608,293.66
2002-04-01,2002,4,Sud-Ouest,Riz,551.02,4085,2250.9
2002-05-01,2002,5,Sud-Ouest,Riz,567.3,2621,1486.89
2002-06-01,2002,6,Sud-Ouest,Riz,382.17,3134,1197.72
2002-07-01,2002,7,Sud-Ouest,Riz,400.45,1867,747.64
2002-08-01,2002,8,Sud-Ouest,Riz,339.47,4106,1393.86
2002-09-01,2002,9,Sud-Ouest,Riz,331.45,889,294.66
2002-10-01,2002,10,Sud-Ouest,Riz,325.17,4777,1553.32
2002-11-01,2002,11,Sud-Ouest,Riz,339.37,1208,409.95
2002-12-01,2002,12,Sud-Ouest,Riz,429.01,1773,760.63
2003-01-01,2003,1,Sud-Ouest,Riz,480.2,4947,2375.56
2003-02-01,2003,2,Sud-Ouest,Riz,470.14,176,82.74
2003-03-01,2003,3,Sud-Ouest,Riz,549.94,1608,884.3
2003-04-01,2003,4,Sud-Ouest,Riz,599.47,1273,763.13
2003-05-01,2003,5,Sud-Ouest,Riz,493.45,128,63.16
2003-06-01,2003,6,Sud-Ouest,Riz,401.66,1830,735.05
2003-07-01,2003,7,Sud-Ouest,Riz,465.63,2654,1235.78
2003-08-01,2003,8,Sud-Ouest,Riz,390.21,3193,1245.93
2003-09-01,2003,9,Sud-Ouest,Riz,395.42,884,349.55
2003-10-01,2003,10,Sud-Ouest,Riz,259.82,778,202.14
2003-11-01,2003,11,Sud-Ouest,Riz,389.32,1971,767.35
2003-12-01,2003,12,Sud-Ouest,Riz,423.01,4985,2108.69
2004-01-01,2004,1,Sud-Ouest,Riz,601.77,3141,1890.15
2004-02-01,2004,2,Sud-Ouest,Riz,609.38,382,232.78
2004-03-01,2004,3,Sud-Ouest,Riz,512.38,3792,1942.95
2004-04-01,2004,4,Sud-Ouest,Riz,554.98,1788,992.3
2004-05-01,2004,5,Sud-Ouest,Riz,501.0,3918,1962.9
2004-06-01,2004,6,Sud-Ouest,Riz,492.66,299,147.31
2004-07-01,2004,7,Sud-Ouest,Riz,329.5,350,115.33
2004-08-01,2004,8,Sud-Ouest,Riz,351.39,4694,1649.44
2004-09-01,2004,9,Sud-Ouest,Riz,324.94,4493,1459.95
2004-10-01,2004,10,Sud-Ouest,Riz,361.83,740,267.76
2004-11-01,2004,11,Sud-Ouest,Riz,440.27,1244,547.7
2004-12-01,2004,12,Sud-Ouest,Riz,468.94,343,160.85
2005-01-01,2005,1,Sud-Ouest,Riz,522.43,3960,2068.81
2005-02-01,2005,2,Sud-Ouest,Riz,662.89,80,53.03
2005-03-01,2005,3,Sud-Ouest,Riz,575.35,4197,2414.76
2005-04-01,2005,4,Sud-Ouest,Riz,622.28,4022,2502.8
2005-05-01,2005,5,Sud-Ouest,Riz,518.15,4903,2540.51
2005-06-01,2005,6,Sud-Ouest,Riz,434.18,763,331.28
2005-07-01,2005,7,Sud-Ouest,Riz,462.06,2672,1234.63
2005-08-01,2005,8,Sud-Ouest,Riz,342.79,3281,1124.7
2005-09-01,2005,9,Sud-Ouest,Riz,384.72,2989,1149.92
2005-10-01,2005,10,Sud-Ouest,Riz,414.1,200,82.82
2005-11-01,2005,11,Sud-Ouest,Riz,414.27,1867,773.44
2005-12-01,2005,12,Sud-Ouest,Riz,426.93,802,342.4
2006-01-01,2006,1,Sud-Ouest,Riz,472.38,3044,1437.94
2006-02-01,2006,2,Sud-Ouest,Riz,507.79,2776,1409.64
2006-03-01,2006,3,Sud-Ouest,Riz,528.5,160,84.56
2006-04-01,2006,4,Sud-Ouest,Riz,572.6,1026,587.48
2006-05-01,2006,5,Sud-Ouest,Riz,515.76,4512,2327.12
2006-06-01,2006,6,Sud-Ouest,Riz,466.63,2271,1059.72
2006-07-01,2006,7,Sud-Ouest,Riz,404.57,3774,1526.84
2006-08-01,2006,8,Sud-Ouest,Riz,377.61,4576,1727.95
2006-09-01,2006,9,Sud-Ouest,Riz,435.64,4314,1879.37
2006-10-01,2006,10,Sud-Ouest,Riz,404.25,4462,1803.77
2006-11-01,2006,11,Sud-Ouest,Riz,431.2,683,294.51
2006-12-01,2006,12,Sud-Ouest,Riz,552.01,3059,1688.6
2007-01-01,2007,1,Sud-Ouest,Riz,499.27,3339,1667.07
2007-02-01,2007,2,Sud-Ouest,Riz,664.06,2650,1759.75
2007-03-01,2007,3,Sud-Ouest,Riz,625.5,2621,1639.44
2007-04-01,2007,4,Sud-Ouest,Riz,595.17,1818,1082.02
2007-05-01,2007,5,Sud-Ouest,Riz,513.14,4859,2493.33
2007-06-01,2007,6,Sud-Ouest,Riz,424.0,881,373.55
2007-07-01,2007,7,Sud-Ouest,Riz,467.04,1284,599.68
2007-08-01,2007,8,Sud-Ouest,Riz,489.08,542,265.08
2007-09-01,2007,9,Sud-Ouest,Riz,357.35,71,25.37
2007-10-01,2007,10,Sud-Ouest,Riz,367.98,3927,1445.05
2007-11-01,2007,11,Sud-Ouest,Riz,367.07,1210,444.16
2007-12-01,2007,12,Sud-Ouest,Riz,478.71,533,255.16
2008-01-01,2008,1,Sud-Ouest,Riz,561.21,1934,1085.39
2008-02-01,2008,2,Sud-Ouest,Riz,628.11,3549,2229.16
2008-03-01,2008,3,Sud-Ouest,Riz,566.09,1926,1090.28
2008-04-01,2008,4,Sud-Ouest,Riz,600.4,2685,1612.07
2008-05-01,2008,5,Sud-Ouest,Riz,531.02,1663,883.09
2008-06-01,2008,6,Sud-Ouest,Riz,599.72,4520,2710.73
2008-07-01,2008,7,Sud-Ouest,Riz,481.1,4630,2227.5
2008-08-01,2008,8,Sud-Ouest,Riz,421.09,1946,819.45
2008-09-01,2008,9,Sud-Ouest,Riz,386.53,173,66.87
2008-10-01,2008,10,Sud-Ouest,Riz,390.76,1952,762.75
2008-11-01,2008,11,Sud-Ouest,Riz,405.54,4810,1950.63
2008-12-01,2008,12,Sud-Ouest,Riz,348.8,1455,507.51
2009-01-01,2009,1,Sud-Ouest,Riz,509.96,248,126.47
2009-02-01,2009,2,Sud-Ouest,Riz,558.61,4132,2308.19
2009-03-01,2009,3,Sud-Ouest,Riz,551.13,1380,760.56
2009-04-01,2009,4,Sud-Ouest,Riz,565.94,3846,2176.6
2009-05-01,2009,5,Sud-Ouest,Riz,523.17,3182,1664.71
2009-06-01,2009,6,Sud-Ouest,Riz,481.89,4492,2164.63
2009-07-01,2009,7,Sud-Ouest,Riz,514.71,1394,717.51
2009-08-01,2009,8,Sud-Ouest,Riz,403.96,4890,1975.37
2009-09-01,2009,9,Sud-Ouest,Riz,401.01,3183,1276.4
2009-10-01,2009,10,Sud-Ouest,Riz,472.15,4878,2303.15
2009-11-01,2009,11,Sud-Ouest,Riz,450.14,2647,1191.51
2009-12-01,2009,12,Sud-Ouest,Riz,485.93,626,304.19
2010-01-01,2010,1,Sud-Ouest,Riz,618.05,1342,829.42
2010-02-01,2010,2,Sud-Ouest,Riz,642.86,2341,1504.93
2010-03-01,2010,3,Sud-Ouest,Riz,608.87,1182,719.69
2010-04-01,2010,4,Sud-Ouest,Riz,578.83,3562,2061.8
2010-05-01,2010,5,Sud-Ouest,Riz,573.84,901,517.03
2010-06-01,2010,6,Sud-Ouest,Riz,566.56,1177,666.84
2010-07-01,2010,7,Sud-Ouest,Riz,502.06,4771,2395.33
2010-08-01,2010,8,Sud-Ouest,Riz,483.77,1271,614.88
2010-09-01,2010,9,Sud-Ouest,Riz,379.67,4314,1637.9
2010-10-01,2010,10,Sud-Ouest,Riz,454.34,1600,726.95
2010-11-01,2010,11,Sud-Ouest,Riz,500.57,1410,705.8
2010-12-01,2010,12,Sud-Ouest,Riz,544.52,4941,2690.49
2011-01-01,2011,1,Sud-Ouest,Riz,589.1,2395,1410.89
2011-02-01,2011,2,Sud-Ouest,Riz,586.74,4045,2373.35
2011-03-01,2011,3,Sud-Ouest,Riz,693.92,3594,2493.96
2011-04-01,2011,4,Sud-Ouest,Riz,660.69,2063,1363.01
2011-05-01,2011,5,Sud-Ouest,Riz,528.58,3545,1873.82
2011-06-01,2011,6,Sud-Ouest,Riz,574.47,3814,2191.01
2011-07-01,2011,7,Sud-Ouest,Riz,509.23,933,475.11
2011-08-01,2011,8,Sud-Ouest,Riz,435.8,3782,1648.21
2011-09-01,2011,9,Sud-Ouest,Riz,437.36,934,408.49
2011-10-01,2011,10,Sud-Ouest,Riz,528.65,1032,545.56
2011-11-01,2011,11,Sud-Ouest,Riz,417.28,1270,529.94
2011-12-01,2011,12,Sud-Ouest,Riz,452.94,755,341.97
2012-01-01,2012,1,Sud-Ouest,Riz,592.43,3201,1896.36
2012-02-01,2012,2,Sud-Ouest,Riz,751.85,168,126.31
2012-03-01,2012,3,Sud-Ouest,Riz,581.26,2376,1381.07
2012-04-01,2012,4,Sud-Ouest,Riz,640.19,689,441.09
2012-05-01,2012,5,Sud-Ouest,Riz,526.29,195,102.63
2012-06-01,2012,6,Sud-Ouest,Riz,544.85,3180,1732.64
2012-07-01,2012,7,Sud-Ouest,Riz,431.69,1106,477.45
2012-08-01,2012,8,Sud-Ouest,Riz,484.69,1507,730.43
2012-09-01,2012,9,Sud-Ouest,Riz,413.19,3204,1323.85
2012-10-01,2012,10,Sud-Ouest,Riz,348.43,585,203.83
2012-11-01,2012,11,Sud-Ouest,Riz,467.4,257,120.12
2012-12-01,2012,12,Sud-Ouest,Riz,502.55,4960,2492.65
2013-01-01,2013,1,Sud-Ouest,Riz,577.82,4055,2343.07
2013-02-01,2013,2,Sud-Ouest,Riz,643.71,1445,930.15
2013-03-01,2013,3,Sud-Ouest,Riz,600.04,4523,2713.97
2013-04-01,2013,4,Sud-Ouest,Riz,605.64,3077,1863.56
2013-05-01,2013,5,Sud-Ouest,Riz,568.34,1973,1121.34
2013-06-01,2013,6,Sud-Ouest,Riz,503.26,4185,2106.13
2013-07-01,2013,7,Sud-Ouest,Riz,378.75,3359,1272.23
2013-08-01,2013,8,Sud-Ouest,Riz,531.28,558,296.46
2013-09-01,2013,9,Sud-Ouest,Riz,454.03,923,419.07
2013-10-01,2013,10,Sud-Ouest,Riz,474.84,3892,1848.08
2013-11-01,2013,11,Sud-Ouest,Riz,449.47,4810,2161.93
2013-12-01,2013,12,Sud-Ouest,Riz,514.52,457,235.13
2014-01-01,2014,1,Sud-Ouest,Riz,674.88,2572,1735.8
2014-02-01,2014,2,Sud-Ouest,Riz,582.87,875,510.01
2014-03-01,2014,3,Sud-Ouest,Riz,780.2,448,349.53
2014-04-01,2014,4,Sud-Ouest,Riz,633.33,1311,830.3
2014-05-01,2014,5,Sud-Ouest,Riz,434.99,4059,1765.61
2014-06-01,2014,6,Sud-Ouest,Riz,477.11,2284,1089.72
2014-07-01,2014,7,Sud-Ouest,Riz,449.28,344,154.55
2014-08-01,2014,8,Sud-Ouest,Riz,403.38,104,41.95
2014-09-01,2014,9,Sud-Ouest,Riz,463.94,129,59.85
2014-10-01,2014,10,Sud-Ouest,Riz,452.05,689,311.46
2014-11-01,2014,11,Sud-Ouest,Riz,407.44,2393,975.01
2014-12-01,2014,12,Sud-Ouest,Riz,522.16,4093,2137.22
2015-01-01,2015,1,Sud-Ouest,Riz,593.48,1870,1109.81
2015-02-01,2015,2,Sud-Ouest,Riz,656.79,2865,1881.69
2015-03-01,2015,3,Sud-Ouest,Riz,650.09,4242,2757.69
2015-04-01,2015,4,Sud-Ouest,Riz,626.59,4859,3044.62
2015-05-01,2015,5,Sud-Ouest,Riz,699.59,1336,934.65
2015-06-01,2015,6,Sud-Ouest,Riz,570.23,913,520.62
2015-07-01,2015,7,Sud-Ouest,Riz,511.29,1107,566.0
2015-08-01,2015,8,Sud-Ouest,Riz,489.82,2337,1144.72
2015-09-01,2015,9,Sud-Ouest,Riz,443.91,2411,1070.27
2015-10-01,2015,10,Sud-Ouest,Riz,464.34,3270,1518.39
2015-11-01,2015,11,Sud-Ouest,Riz,497.96,3002,1494.88
2015-12-01,2015,12,Sud-Ouest,Riz,529.59,3353,1775.72
2016-01-01,2016,1,Sud-Ouest,Riz,564.41,1999,1128.25
2016-02-01,2016,2,Sud-Ouest,Riz,661.76,4650,3077.19
2016-03-01,2016,3,Sud-Ouest,Riz,567.73,4793,2721.11
2016-04-01,2016,4,Sud-Ouest,Riz,819.34,341,279.39
2016-05-01,2016,5,Sud-Ouest,Riz,688.47,2744,1889.15
2016-06-01,2016,6,Sud-Ouest,Riz,605.7,780,472.44
2016-07-01,2016,7,Sud-Ouest,Riz,491.83,3898,1917.14
2016-08-01,2016,8,Sud-Ouest,Riz,464.4,1820,845.21
2016-09-01,2016,9,Sud-Ouest,Riz,461.3,4648,2144.14
2016-10-01,2016,10,Sud-Ouest,Riz,520.64,4529,2357.98
2016-11-01,2016,11,Sud-Ouest,Riz,448.67,4009,1798.71
2016-12-01,2016,12,Sud-Ouest,Riz,473.81,318,150.67
2017-01-01,2017,1,Sud-Ouest,Riz,529.37,1394,737.94
2017-02-01,2017,2,Sud-Ouest,Riz,775.5,3161,2451.35
2017-03-01,2017,3,Sud-Ouest,Riz,653.64,255,166.68
2017-04-01,2017,4,Sud-Ouest,Riz,775.64,1959,1519.48
2017-05-01,2017,5,Sud-Ouest,Riz,663.3,1809,1199.9
2017-06-01,2017,6,Sud-Ouest,Riz,599.54,3535,2119.39
2017-07-01,2017,7,Sud-Ouest,Riz,470.93,3595,1692.98
2017-08-01,2017,8,Sud-Ouest,Riz,459.35,3986,1830.98
2017-09-01,2017,9,Sud-Ouest,Riz,482.37,1057,509.87
2017-10-01,2017,10,Sud-Ouest,Riz,485.97,4077,1981.28
2017-11-01,2017,11,Sud-Ouest,Riz,506.87,2864,1451.67
2017-12-01,2017,12,Sud-Ouest,Riz,522.61,1857,970.48
2018-01-01,2018,1,Sud-Ouest,Riz,621.37,4938,3068.35
2018-02-01,2018,2,Sud-Ouest,Riz,554.58,1269,703.76
2018-03-01,2018,3,Sud-Ouest,Riz,750.84,2336,1753.96
2018-04-01,2018,4,Sud-Ouest,Riz,702.01,1144,803.1
2018-05-01,2018,5,Sud-Ouest,Riz,706.1,3016,2129.59
2018-06-01,2018,6,Sud-Ouest,Riz,553.46,4801,2657.16
2018-07-01,2018,7,Sud-Ouest,Riz,540.72,823,445.01
2018-08-01,2018,8,Sud-Ouest,Riz,485.32,1176,570.73
2018-09-01,2018,9,Sud-Ouest,Riz,466.05,2808,1308.68
2018-10-01,2018,10,Sud-Ouest,Riz,450.52,4750,2139.96
2018-11-01,2018,11,Sud-Ouest,Riz,502.34,659,331.04
2018-12-01,2018,12,Sud-Ouest,Riz,565.53,3780,2137.72
2019-01-01,2019,1,Sud-Ouest,Riz,613.21,1199,735.24
2019-02-01,2019,2,Sud-Ouest,Riz,680.05,3626,2465.85
2019-03-01,2019,3,Sud-Ouest,Riz,783.45,2471,1935.89
2019-04-01,2019,4,Sud-Ouest,Riz,642.62,3644,2341.7
2019-05-01,2019,5,Sud-Ouest,Riz,657.99,97,63.83
2019-06-01,2019,6,Sud-Ouest,Riz,670.15,862,577.67
2019-07-01,2019,7,Sud-Ouest,Riz,583.1,1532,893.3
2019-08-01,2019,8,Sud-Ouest,Riz,553.0,84,46.45
2019-09-01,2019,9,Sud-Ouest,Riz,484.0,2962,1433.62
2019-10-01,2019,10,Sud-Ouest,Riz,566.0,1594,902.2
2019-11-01,2019,11,Sud-Ouest,Riz,533.98,4690,2504.35
2019-12-01,2019,12,Sud-Ouest,Riz,650.82,954,620.89
2020-01-01,2020,1,Sud-Ouest,Riz,630.8,109,68.76
2020-02-01,2020,2,Sud-Ouest,Riz,812.64,2376,1930.84
2020-03-01,2020,3,Sud-Ouest,Riz,838.56,3019,2531.61
2020-04-01,2020,4,Sud-Ouest,Riz,652.92,2057,1343.06
2020-05-01,2020,5,Sud-Ouest,Riz,641.79,2604,1671.23
2020-06-01,2020,6,Sud-Ouest,Riz,608.06,3118,1895.93
2020-07-01,2020,7,Sud-Ouest,Riz,553.35,4864,2691.51
2020-08-01,2020,8,Sud-Ouest,Riz,481.37,4371,2104.08
2020-09-01,2020,9,Sud-Ouest,Riz,505.66,3655,1848.2
2020-10-01,2020,10,Sud-Ouest,Riz,509.88,2583,1317.02
2020-11-01,2020,11,Sud-Ouest,Riz,476.3,526,250.54
2020-12-01,2020,12,Sud-Ouest,Riz,584.08,600,350.45
2021-01-01,2021,1,Sud-Ouest,Riz,697.15,1380,962.07
2021-02-01,2021,2,Sud-Ouest,Riz,691.86,3960,2739.76
2021-03-01,2021,3,Sud-Ouest,Riz,745.37,2985,2224.93
2021-04-01,2021,4,Sud-Ouest,Riz,832.8,3963,3300.39
2021-05-01,2021,5,Sud-Ouest,Riz,729.0,2211,1611.81
2021-06-01,2021,6,Sud-Ouest,Riz,585.02,2737,1601.19
2021-07-01,2021,7,Sud-Ouest,Riz,565.8,4692,2654.72
2021-08-01,2021,8,Sud-Ouest,Riz,480.0,4121,1978.09
2021-09-01,2021,9,Sud-Ouest,Riz,522.27,2518,1315.08
2021-10-01,2021,10,Sud-Ouest,Riz,576.89,1859,1072.45
2021-11-01,2021,11,Sud-Ouest,Riz,523.17,523,273.62
2021-12-01,2021,12,Sud-Ouest,Riz,516.98,3951,2042.57
2022-01-01,2022,1,Sud-Ouest,Riz,526.66,4655,2451.61
2022-02-01,2022,2,Sud-Ouest,Riz,705.75,4740,3345.27
2022-03-01,2022,3,Sud-Ouest,Riz,727.88,818,595.4
2022-04-01,2022,4,Sud-Ouest,Riz,681.8,1150,784.07
2022-05-01,2022,5,Sud-Ouest,Riz,714.48,4907,3505.93
2022-06-01,2022,6,Sud-Ouest,Riz,618.41,2127,1315.36
2022-07-01,2022,7,Sud-Ouest,Riz,517.42,3522,1822.34
2022-08-01,2022,8,Sud-Ouest,Riz,515.11,4193,2159.85
2022-09-01,2022,9,Sud-Ouest,Riz,456.88,324,148.03
2022-10-01,2022,10,Sud-Ouest,Riz,602.9,1132,682.49
2022-11-01,2022,11,Sud-Ouest,Riz,672.69,3957,2661.82
2022-12-01,2022,12,Sud-Ouest,Riz,681.7,4681,3191.04
2023-01-01,2023,1,Sud-Ouest,Riz,696.95,81,56.45
2023-02-01,2023,2,Sud-Ouest,Riz,686.02,1630,1118.22
2023-03-01,2023,3,Sud-Ouest,Riz,729.77,3251,2372.5
2023-04-01,2023,4,Sud-Ouest,Riz,765.28,4882,3736.12
2023-05-01,2023,5,Sud-Ouest,Riz,770.73,2005,1545.31
2023-06-01,2023,6,Sud-Ouest,Riz,651.57,4726,3079.31
2023-07-01,2023,7,Sud-Ouest,Riz,560.95,3365,1887.58
2023-08-01,2023,8,Sud-Ouest,Riz,539.81,4010,2164.65
2023-09-01,2023,9,Sud-Ouest,Riz,528.27,2070,1093.51
2023-10-01,2023,10,Sud-Ouest,Riz,528.04,260,137.29
2023-11-01,2023,11,Sud-Ouest,Riz,450.91,4467,2014.23
2023-12-01,2023,12,Sud-Ouest,Riz,673.15,4369,2940.98
2000-01-01,2000,1,Sud-Ouest,Huile de palme,603.52,3913,2361.59
2000-02-01,2000,2,Sud-Ouest,Huile de palme,495.34,3102,1536.55
2000-03-01,2000,3,Sud-Ouest,Huile de palme,466.07,1359,633.39
2000-04-01,2000,4,Sud-Ouest,Huile de palme,559.28,1640,917.21
2000-05-01,2000,5,Sud-Ouest,Huile de palme,571.1,2646,1511.14
2000-06-01,2000,6,Sud-Ouest,Huile de palme,493.11,1445,712.55
2000-07-01,2000,7,Sud-Ouest,Huile de palme,505.46,4210,2127.99
2000-08-01,2000,8,Sud-Ouest,Huile de palme,362.07,3095,1120.6
2000-09-01,2000,9,Sud-Ouest,Huile de palme,394.39,70,27.61
2000-10-01,2000,10,Sud-Ouest,Huile de palme,401.7,2277,914.67
2000-11-01,2000,11,Sud-Ouest,Huile de palme,407.74,676,275.63
2000-12-01,2000,12,Sud-Ouest,Huile de palme,521.44,839,437.49
2001-01-01,2001,1,Sud-Ouest,Huile de palme,603.46,845,509.92
2001-02-01,2001,2,Sud-Ouest,Huile de palme,498.27,4297,2141.07
2001-03-01,2001,3,Sud-Ouest,Huile de palme,494.68,379,187.48
2001-04-01,2001,4,Sud-Ouest,Huile de palme,609.76,3592,2190.27
2001-05-01,2001,5,Sud-Ouest,Huile de palme,554.35,1124,623.09
2001-06-01,2001,6,Sud-Ouest,Huile de palme,498.73,3475,1733.09
2001-07-01,2001,7,Sud-Ouest,Huile de palme,474.26,1322,626.97
2001-08-01,2001,8,Sud-Ouest,Huile de palme,356.07,1400,498.5
2001-09-01,2001,9,Sud-Ouest,Huile de palme,276.73,4053,1121.58
2001-10-01,2001,10,Sud-Ouest,Huile de palme,407.02,3314,1348.86
2001-11-01,2001,11,Sud-Ouest,Huile de palme,463.06,738,341.74
2001-12-01,2001,12,Sud-Ouest,Huile de palme,478.8,1632,781.4
2002-01-01,2002,1,Sud-Ouest,Huile de palme,569.18,4957,2821.43
2002-02-01,2002,2,Sud-Ouest,Huile de palme,607.42,3858,2343.43
2002-03-01,2002,3,Sud-Ouest,Huile de palme,529.05,4826,2553.19
2002-04-01,2002,4,Sud-Ouest,Huile de palme,518.62,591,306.51
2002-05-01,2002,5,Sud-Ouest,Huile de palme,499.81,1423,711.23
