region,annee,mois,type_crime,cas_signales,cas_elucides,personnes_arretees
Ouest,2020,11,Vol,58,18,26
Ouest,2020,11,Agression,34,16,15
Ouest,2020,11,Cambriolage,23,11,9
Ouest,2020,11,Homicide,1,0,0
Ouest,2020,11,Cybercriminalite,5,2,1
Ouest,2020,11,Fraude,11,4,4
Ouest,2020,12,Vol,41,17,11
Ouest,2020,12,Agression,32,17,6
Ouest,2020,12,Cambriolage,25,13,5
Ouest,2020,12,Homicide,1,0,0
Ouest,2020,12,Cybercriminalite,6,3,2
Ouest,2020,12,Fraude,8,3,2
Ouest,2021,1,Vol,64,31,13
Ouest,2021,1,Agression,22,8,6
Ouest,2021,1,Cambriolage,19,9,7
Ouest,2021,1,Homicide,2,0,0
Ouest,2021,1,Cybercriminalite,5,2,2
Ouest,2021,1,Fraude,10,5,4
Ouest,2021,2,Vol,48,16,20
Ouest,2021,2,Agression,23,7,8
Ouest,2021,2,Cambriolage,17,7,4
Ouest,2021,2,Homicide,1,0,0
Ouest,2021,2,Cybercriminalite,4,1,0
Ouest,2021,2,Fraude,11,3,3
Ouest,2021,3,Vol,55,19,17
Ouest,2021,3,Agression,29,13,10
Ouest,2021,3,Cambriolage,21,8,9
Ouest,2021,3,Homicide,1,0,0
Ouest,2021,3,Cybercriminalite,6,1,2
Ouest,2021,3,Fraude,10,5,3
Ouest,2021,4,Vol,43,21,16
Ouest,2021,4,Agression,22,7,4
Ouest,2021,4,Cambriolage,19,7,8
Ouest,2021,4,Homicide,1,0,0
Ouest,2021,4,Cybercriminalite,6,3,2
Ouest,2021,4,Fraude,11,3,5
Ouest,2021,5,Vol,37,15,11
Ouest,2021,5,Agression,28,11,7
Ouest,2021,5,Cambriolage,21,10,5
Ouest,2021,5,Homicide,1,0,0
Ouest,2021,5,Cybercriminalite,5,2,2
Ouest,2021,5,Fraude,7,3,1
Ouest,2021,6,Vol,54,23,25
Ouest,2021,6,Agression,27,13,8
Ouest,2021,6,Cambriolage,22,7,5
Ouest,2021,6,Homicide,1,0,0
Ouest,2021,6,Cybercriminalite,5,1,2
Ouest,2021,6,Fraude,11,3,3
Ouest,2021,7,Vol,54,23,24
Ouest,2021,7,Agression,25,10,7
Ouest,2021,7,Cambriolage,21,10,7
Ouest,2021,7,Homicide,1,0,0
Ouest,2021,7,Cybercriminalite,5,2,1
Ouest,2021,7,Fraude,12,5,5
Ouest,2021,8,Vol,46,21,21
Ouest,2021,8,Agression,27,13,8
Ouest,2021,8,Cambriolage,15,7,5
Ouest,2021,8,Homicide,2,0,0
Ouest,2021,8,Cybercriminalite,4,2,1
Ouest,2021,8,Fraude,12,6,4
Ouest,2021,9,Vol,51,23,18
Ouest,2021,9,Agression,37,21,11
Ouest,2021,9,Cambriolage,25,9,10
Ouest,2021,9,Homicide,2,0,0
Ouest,2021,9,Cybercriminalite,6,2,1
Ouest,2021,9,Fraude,11,4,4
Ouest,2021,10,Vol,50,23,15
Ouest,2021,10,Agression,37,16,8
Ouest,2021,10,Cambriolage,15,6,3
Ouest,2021,10,Homicide,2,0,0
Ouest,2021,10,Cybercriminalite,5,2,2
Ouest,2021,10,Fraude,12,6,5
Ouest,2021,11,Vol,58,31,22
Ouest,2021,11,Agression,22,9,7
Ouest,2021,11,Cambriolage,20,11,6
Ouest,2021,11,Homicide,2,1,0
Ouest,2021,11,Cybercriminalite,3,1,0
Ouest,2021,11,Fraude,9,2,2
Ouest,2021,12,Vol,51,17,13
Ouest,2021,12,Agression,31,14,14
Ouest,2021,12,Cambriolage,23,7,10
Ouest,2021,12,Homicide,2,1,0
Ouest,2021,12,Cybercriminalite,4,2,1
Ouest,2021,12,Fraude,10,4,2
Ouest,2022,1,Vol,54,28,12
Ouest,2022,1,Agression,23,12,4
Ouest,2022,1,Cambriolage,19,11,4
Ouest,2022,1,Homicide,1,0,0
Ouest,2022,1,Cybercriminalite,4,1,1
Ouest,2022,1,Fraude,12,4,3
Ouest,2022,2,Vol,39,22,10
Ouest,2022,2,Agression,23,9,6
Ouest,2022,2,Cambriolage,19,7,9
Ouest,2022,2,Homicide,2,0,0
Ouest,2022,2,Cybercriminalite,5,2,1
Ouest,2022,2,Fraude,8,3,3
Ouest,2022,3,Vol,40,12,13
Ouest,2022,3,Agression,38,22,15
Ouest,2022,3,Cambriolage,20,8,5
Ouest,2022,3,Homicide,2,1,0
Ouest,2022,3,Cybercriminalite,3,1,1
Ouest,2022,3,Fraude,8,2,2
Ouest,2022,4,Vol,41,23,19
Ouest,2022,4,Agression,38,13,13
Ouest,2022,4,Cambriolage,24,8,7
Ouest,2022,4,Homicide,1,0,0
Ouest,2022,4,Cybercriminalite,3,1,1
Ouest,2022,4,Fraude,7,3,3
Ouest,2022,5,Vol,50,29,23
Ouest,2022,5,Agression,27,15,6
Ouest,2022,5,Cambriolage,20,10,4
Ouest,2022,5,Homicide,2,1,0
Ouest,2022,5,Cybercriminalite,4,1,1
Ouest,2022,5,Fraude,7,3,1
Ouest,2022,6,Vol,53,24,25
Ouest,2022,6,Agression,22,11,10
Ouest,2022,6,Cambriolage,15,8,5
Ouest,2022,6,Homicide,2,0,0
Ouest,2022,6,Cybercriminalite,4,2,1
Ouest,2022,6,Fraude,10,3,2
Ouest,2022,7,Vol,48,28,15
Ouest,2022,7,Agression,22,6,8
Ouest,2022,7,Cambriolage,21,12,9
Ouest,2022,7,Homicide,2,0,0
Ouest,2022,7,Cybercriminalite,4,1,1
Ouest,2022,7,Fraude,10,4,3
Ouest,2022,8,Vol,64,34,29
Ouest,2022,8,Agression,31,14,13
Ouest,2022,8,Cambriolage,22,8,9
Ouest,2022,8,Homicide,1,0,0
Ouest,2022,8,Cybercriminalite,5,2,1
Ouest,2022,8,Fraude,10,4,4
Ouest,2022,9,Vol,44,18,12
Ouest,2022,9,Agression,32,11,12
Ouest,2022,9,Cambriolage,18,6,4
Ouest,2022,9,Homicide,1,0,0
Ouest,2022,9,Cybercriminalite,5,1,1
Ouest,2022,9,Fraude,11,4,3
Ouest,2022,10,Vol,36,20,16
Ouest,2022,10,Agression,28,12,5
Ouest,2022,10,Cambriolage,21,8,4
Ouest,2022,10,Homicide,2,1,0
Ouest,2022,10,Cybercriminalite,6,2,2
Ouest,2022,10,Fraude,12,6,3
Ouest,2022,11,Vol,51,22,23
Ouest,2022,11,Agression,36,20,12
Ouest,2022,11,Cambriolage,14,7,4
Ouest,2022,11,Homicide,1,0,0
Ouest,2022,11,Cybercriminalite,3,0,0
Ouest,2022,11,Fraude,7,4,1
Ouest,2022,12,Vol,61,30,26
Ouest,2022,12,Agression,23,12,10
Ouest,2022,12,Cambriolage,20,7,7
Ouest,2022,12,Homicide,2,1,0
Ouest,2022,12,Cybercriminalite,4,1,1
Ouest,2022,12,Fraude,9,5,4
Ouest,2023,1,Vol,36,16,11
Ouest,2023,1,Agression,30,14,8
Ouest,2023,1,Cambriolage,22,10,4
Ouest,2023,1,Homicide,1,0,0
Ouest,2023,1,Cybercriminalite,6,3,1
Ouest,2023,1,Fraude,11,5,2
Ouest,2023,2,Vol,52,21,15
Ouest,2023,2,Agression,33,12,10
Ouest,2023,2,Cambriolage,23,12,10
Ouest,2023,2,Homicide,1,0,0
Ouest,2023,2,Cybercriminalite,4,1,1
Ouest,2023,2,Fraude,10,4,2
Ouest,2023,3,Vol,52,21,18
Ouest,2023,3,Agression,22,12,10
Ouest,2023,3,Cambriolage,17,5,7
Ouest,2023,3,Homicide,2,1,0
Ouest,2023,3,Cybercriminalite,5,2,1
Ouest,2023,3,Fraude,9,4,1
Ouest,2023,4,Vol,46,25,18
Ouest,2023,4,Agression,25,12,9
Ouest,2023,4,Cambriolage,23,12,7
Ouest,2023,4,Homicide,1,0,0
Ouest,2023,4,Cybercriminalite,3,1,1
Ouest,2023,4,Fraude,8,3,1
Ouest,2023,5,Vol,47,18,19
Ouest,2023,5,Agression,36,13,14
Ouest,2023,5,Cambriolage,24,9,5
Ouest,2023,5,Homicide,1,0,0
Ouest,2023,5,Cybercriminalite,5,2,1
Ouest,2023,5,Fraude,9,3,3
Ouest,2023,6,Vol,61,26,23
Ouest,2023,6,Agression,31,15,7
Ouest,2023,6,Cambriolage,24,12,9
Ouest,2023,6,Homicide,2,1,0
Ouest,2023,6,Cybercriminalite,6,3,2
Ouest,2023,6,Fraude,11,5,3
Ouest,2023,7,Vol,47,28,14
Ouest,2023,7,Agression,25,14,12
Ouest,2023,7,Cambriolage,17,6,4
Ouest,2023,7,Homicide,2,0,0
Ouest,2023,7,Cybercriminalite,6,2,1
Ouest,2023,7,Fraude,11,4,4
Ouest,2023,8,Vol,47,16,20
Ouest,2023,8,Agression,35,11,12
Ouest,2023,8,Cambriolage,19,10,6
Ouest,2023,8,Homicide,2,0,0
Ouest,2023,8,Cybercriminalite,5,1,1
Ouest,2023,8,Fraude,12,6,3
Ouest,2023,9,Vol,57,23,16
Ouest,2023,9,Agression,36,19,16
Ouest,2023,9,Cambriolage,16,8,3
Ouest,2023,9,Homicide,1,0,0
Ouest,2023,9,Cybercriminalite,4,1,1
Ouest,2023,9,Fraude,8,3,2
Ouest,2023,10,Vol,54,16,19
Ouest,2023,10,Agression,30,9,12
Ouest,2023,10,Cambriolage,16,8,7
Ouest,2023,10,Homicide,2,0,0
Ouest,2023,10,Cybercriminalite,5,2,1
Ouest,2023,10,Fraude,10,5,2
Ouest,2023,11,Vol,64,29,12
Ouest,2023,11,Agression,37,14,16
Ouest,2023,11,Cambriolage,20,8,5
Ouest,2023,11,Homicide,1,0,0
Ouest,2023,11,Cybercriminalite,5,2,2
Ouest,2023,11,Fraude,9,2,3
Ouest,2023,12,Vol,52,18,10
Ouest,2023,12,Agression,24,11,8
Ouest,2023,12,Cambriolage,24,13,11
Ouest,2023,12,Homicide,1,0,0
Ouest,2023,12,Cybercriminalite,3,1,1
Ouest,2023,12,Fraude,7,3,1
Sud,2015,1,Vol,46,21,18
Sud,2015,1,Agression,23,8,7
Sud,2015,1,Cambriolage,14,7,3
Sud,2015,1,Homicide,1,0,0
Sud,2015,1,Cybercriminalite,4,2,0
Sud,2015,1,Fraude,7,3,2
Sud,2015,2,Vol,45,15,10
Sud,2015,2,Agression,35,16,10
Sud,2015,2,Cambriolage,14,7,5
Sud,2015,2,Homicide,2,0,0
Sud,2015,2,Cybercriminalite,5,2,1
Sud,2015,2,Fraude,9,3,3
Sud,2015,3,Vol,64,21,31
Sud,2015,3,Agression,23,9,5
Sud,2015,3,Cambriolage,14,7,5
Sud,2015,3,Homicide,2,0,0
Sud,2015,3,Cybercriminalite,3,1,1
Sud,2015,3,Fraude,7,3,2
Sud,2015,4,Vol,52,17,25
Sud,2015,4,Agression,37,13,9
Sud,2015,4,Cambriolage,19,10,5
Sud,2015,4,Homicide,2,0,0
Sud,2015,4,Cybercriminalite,4,1,1
Sud,2015,4,Fraude,9,3,1
Sud,2015,5,Vol,59,23,11
Sud,2015,5,Agression,23,13,6
Sud,2015,5,Cambriolage,24,8,5
Sud,2015,5,Homicide,1,0,0
Sud,2015,5,Cybercriminalite,3,1,0
Sud,2015,5,Fraude,12,5,3
Sud,2015,6,Vol,45,25,19
Sud,2015,6,Agression,23,12,9
Sud,2015,6,Cambriolage,22,12,5
Sud,2015,6,Homicide,1,0,0
Sud,2015,6,Cybercriminalite,4,1,1
Sud,2015,6,Fraude,7,2,2
Sud,2015,7,Vol,58,31,27
Sud,2015,7,Agression,26,8,10
Sud,2015,7,Cambriolage,20,6,8
Sud,2015,7,Homicide,1,0,0
Sud,2015,7,Cybercriminalite,4,2,1
Sud,2015,7,Fraude,11,4,3
Sud,2015,8,Vol,35,11,12
Sud,2015,8,Agression,31,10,10
Sud,2015,8,Cambriolage,16,5,5
Sud,2015,8,Homicide,1,0,0
Sud,2015,8,Cybercriminalite,3,1,1
Sud,2015,8,Fraude,7,3,3
Sud,2015,9,Vol,46,14,22
Sud,2015,9,Agression,32,10,13
Sud,2015,9,Cambriolage,19,6,3
Sud,2015,9,Homicide,2,0,0
Sud,2015,9,Cybercriminalite,4,1,1
Sud,2015,9,Fraude,9,4,4
Sud,2015,10,Vol,61,20,22
Sud,2015,10,Agression,27,12,7
Sud,2015,10,Cambriolage,14,7,5
Sud,2015,10,Homicide,2,1,0
Sud,2015,10,Cybercriminalite,5,2,2
Sud,2015,10,Fraude,7,3,2
Sud,2015,11,Vol,54,19,15
Sud,2015,11,Agression,30,10,10
Sud,2015,11,Cambriolage,19,10,8
Sud,2015,11,Homicide,2,0,0
Sud,2015,11,Cybercriminalite,4,1,1
Sud,2015,11,Fraude,9,3,3
Sud,2015,12,Vol,35,20,7
Sud,2015,12,Agression,30,13,13
Sud,2015,12,Cambriolage,16,6,6
Sud,2015,12,Homicide,1,0,0
Sud,2015,12,Cybercriminalite,3,1,0
Sud,2015,12,Fraude,8,2,3
Sud,2016,1,Vol,49,28,9
Sud,2016,1,Agression,32,18,10
Sud,2016,1,Cambriolage,19,10,9
Sud,2016,1,Homicide,1,0,0
Sud,2016,1,Cybercriminalite,4,2,1
Sud,2016,1,Fraude,8,3,1
Sud,2016,2,Vol,50,23,18
Sud,2016,2,Agression,28,10,10
Sud,2016,2,Cambriolage,19,7,7
Sud,2016,2,Homicide,2,0,0
Sud,2016,2,Cybercriminalite,5,2,1
Sud,2016,2,Fraude,9,3,3
Sud,2016,3,Vol,59,19,12
Sud,2016,3,Agression,30,10,14
Sud,2016,3,Cambriolage,14,5,3
Sud,2016,3,Homicide,1,0,0
Sud,2016,3,Cybercriminalite,5,2,1
Sud,2016,3,Fraude,8,3,2
Sud,2016,4,Vol,39,17,17
Sud,2016,4,Agression,26,9,6
Sud,2016,4,Cambriolage,17,9,3
Sud,2016,4,Homicide,2,1,0
Sud,2016,4,Cybercriminalite,5,2,1
Sud,2016,4,Fraude,12,3,3
Sud,2016,5,Vol,59,32,12
Sud,2016,5,Agression,38,16,11
Sud,2016,5,Cambriolage,19,7,4
Sud,2016,5,Homicide,1,0,0
Sud,2016,5,Cybercriminalite,5,2,1
Sud,2016,5,Fraude,11,3,3
Sud,2016,6,Vol,58,29,12
Sud,2016,6,Agression,27,13,10
Sud,2016,6,Cambriolage,19,6,5
Sud,2016,6,Homicide,2,1,0
Sud,2016,6,Cybercriminalite,5,2,1
Sud,2016,6,Fraude,11,3,2
Sud,2016,7,Vol,45,25,11
Sud,2016,7,Agression,22,6,9
Sud,2016,7,Cambriolage,15,7,6
Sud,2016,7,Homicide,1,0,0
Sud,2016,7,Cybercriminalite,4,1,0
Sud,2016,7,Fraude,10,4,3
Sud,2016,8,Vol,55,17,22
Sud,2016,8,Agression,31,14,9
Sud,2016,8,Cambriolage,20,8,8
Sud,2016,8,Homicide,2,0,0
Sud,2016,8,Cybercriminalite,4,2,1
Sud,2016,8,Fraude,11,6,5
Sud,2016,9,Vol,42,24,9
Sud,2016,9,Agression,23,13,4
Sud,2016,9,Cambriolage,24,11,7
Sud,2016,9,Homicide,1,0,0
Sud,2016,9,Cybercriminalite,4,2,1
Sud,2016,9,Fraude,12,6,5
Sud,2016,10,Vol,63,33,29
Sud,2016,10,Agression,34,14,13
Sud,2016,10,Cambriolage,17,5,3
Sud,2016,10,Homicide,2,1,0
Sud,2016,10,Cybercriminalite,5,1,1
Sud,2016,10,Fraude,7,2,2
Sud,2016,11,Vol,39,22,11
Sud,2016,11,Agression,30,11,14
Sud,2016,11,Cambriolage,25,10,9
Sud,2016,11,Homicide,1,0,0
Sud,2016,11,Cybercriminalite,4,1,1
Sud,2016,11,Fraude,9,3,4
Sud,2016,12,Vol,36,21,12
Sud,2016,12,Agression,34,14,13
Sud,2016,12,Cambriolage,14,7,2
Sud,2016,12,Homicide,1,0,0
Sud,2016,12,Cybercriminalite,3,1,0
Sud,2016,12,Fraude,8,2,2
Sud,2017,1,Vol,44,19,21
Sud,2017,1,Agression,33,17,14
Sud,2017,1,Cambriolage,20,8,4
Sud,2017,1,Homicide,1,0,0
Sud,2017,1,Cybercriminalite,3,1,1
Sud,2017,1,Fraude,8,2,1
Sud,2017,2,Vol,49,23,19
Sud,2017,2,Agression,21,10,5
Sud,2017,2,Cambriolage,17,8,8
Sud,2017,2,Homicide,2,0,0
Sud,2017,2,Cybercriminalite,4,1,1
Sud,2017,2,Fraude,9,5,2
Sud,2017,3,Vol,53,27,24
Sud,2017,3,Agression,38,20,13
Sud,2017,3,Cambriolage,15,7,5
Sud,2017,3,Homicide,1,0,0
Sud,2017,3,Cybercriminalite,4,1,0
Sud,2017,3,Fraude,10,4,3
Sud,2017,4,Vol,49,21,21
Sud,2017,4,Agression,21,10,9
Sud,2017,4,Cambriolage,23,12,6
Sud,2017,4,Homicide,1,0,0
Sud,2017,4,Cybercriminalite,5,1,2
Sud,2017,4,Fraude,9,4,3
Sud,2017,5,Vol,62,20,12
Sud,2017,5,Agression,24,11,6
Sud,2017,5,Cambriolage,25,10,5
Sud,2017,5,Homicide,2,1,0
Sud,2017,5,Cybercriminalite,5,2,1
Sud,2017,5,Fraude,7,2,2
Sud,2017,6,Vol,49,29,12
Sud,2017,6,Agression,33,10,7
Sud,2017,6,Cambriolage,18,7,8
Sud,2017,6,Homicide,1,0,0
Sud,2017,6,Cybercriminalite,4,2,1
Sud,2017,6,Fraude,7,2,3
Sud,2017,7,Vol,42,23,20
Sud,2017,7,Agression,25,13,10
Sud,2017,7,Cambriolage,16,6,6
Sud,2017,7,Homicide,2,0,0
Sud,2017,7,Cybercriminalite,6,2,2
Sud,2017,7,Fraude,9,4,2
Sud,2017,8,Vol,56,28,15
Sud,2017,8,Agression,25,14,6
Sud,2017,8,Cambriolage,14,8,6
Sud,2017,8,Homicide,2,1,0
Sud,2017,8,Cybercriminalite,4,1,1
Sud,2017,8,Fraude,11,3,3
Sud,2017,9,Vol,58,19,12
Sud,2017,9,Agression,38,21,7
Sud,2017,9,Cambriolage,15,6,4
Sud,2017,9,Homicide,2,1,0
Sud,2017,9,Cybercriminalite,4,1,1
Sud,2017,9,Fraude,10,3,4
Sud,2017,10,Vol,64,30,14
Sud,2017,10,Agression,30,15,13
Sud,2017,10,Cambriolage,19,9,9
Sud,2017,10,Homicide,1,0,0
Sud,2017,10,Cybercriminalite,6,2,1
Sud,2017,10,Fraude,7,4,3
Sud,2017,11,Vol,59,24,17
Sud,2017,11,Agression,22,12,6
Sud,2017,11,Cambriolage,23,9,6
Sud,2017,11,Homicide,2,0,0
Sud,2017,11,Cybercriminalite,5,2,1
Sud,2017,11,Fraude,7,2,2
Sud,2017,12,Vol,62,28,26
Sud,2017,12,Agression,30,14,14
Sud,2017,12,Cambriolage,21,8,4
Sud,2017,12,Homicide,1,0,0
Sud,2017,12,Cybercriminalite,5,2,2
Sud,2017,12,Fraude,8,2,3
Sud,2018,1,Vol,35,11,8
Sud,2018,1,Agression,33,12,8
Sud,2018,1,Cambriolage,18,8,5
Sud,2018,1,Homicide,1,0,0
Sud,2018,1,Cybercriminalite,5,1,1
Sud,2018,1,Fraude,7,3,2
Sud,2018,2,Vol,53,26,23
Sud,2018,2,Agression,21,12,9
Sud,2018,2,Cambriolage,16,5,6
Sud,2018,2,Homicide,2,0,0
Sud,2018,2,Cybercriminalite,4,1,1
Sud,2018,2,Fraude,9,2,3
Sud,2018,3,Vol,36,16,8
Sud,2018,3,Agression,37,16,11
Sud,2018,3,Cambriolage,20,11,6
Sud,2018,3,Homicide,1,0,0
Sud,2018,3,Cybercriminalite,6,2,2
Sud,2018,3,Fraude,10,3,4
Sud,2018,4,Vol,51,28,14
Sud,2018,4,Agression,34,15,11
Sud,2018,4,Cambriolage,22,8,10
Sud,2018,4,Homicide,1,0,0
Sud,2018,4,Cybercriminalite,3,1,0
Sud,2018,4,Fraude,11,4,2
Sud,2018,5,Vol,38,16,8
Sud,2018,5,Agression,30,15,11
Sud,2018,5,Cambriolage,20,11,6
Sud,2018,5,Homicide,2,0,0
Sud,2018,5,Cybercriminalite,4,1,1
Sud,2018,5,Fraude,9,3,2
Sud,2018,6,Vol,42,22,12
Sud,2018,6,Agression,37,17,15
Sud,2018,6,Cambriolage,14,7,2
Sud,2018,6,Homicide,1,0,0
Sud,2018,6,Cybercriminalite,4,1,0
Sud,2018,6,Fraude,10,4,4
Sud,2018,7,Vol,61,23,18
Sud,2018,7,Agression,33,13,7
Sud,2018,7,Cambriolage,14,5,5
Sud,2018,7,Homicide,1,0,0
Sud,2018,7,Cybercriminalite,3,1,0
Sud,2018,7,Fraude,12,5,3
Sud,2018,8,Vol,54,19,11
Sud,2018,8,Agression,22,9,5
Sud,2018,8,Cambriolage,20,7,9
Sud,2018,8,Homicide,1,0,0
Sud,2018,8,Cybercriminalite,4,1,0
Sud,2018,8,Fraude,9,3,2
Sud,2018,9,Vol,51,15,13
Sud,2018,9,Agression,36,13,17
Sud,2018,9,Cambriolage,24,8,7
Sud,2018,9,Homicide,2,0,0
Sud,2018,9,Cybercriminalite,4,2,0
Sud,2018,9,Fraude,12,6,4
Sud,2018,10,Vol,41,13,15
Sud,2018,10,Agression,30,16,6
Sud,2018,10,Cambriolage,21,9,10
Sud,2018,10,Homicide,1,0,0
Sud,2018,10,Cybercriminalite,5,2,1
Sud,2018,10,Fraude,7,3,2
Sud,2018,11,Vol,56,26,23
Sud,2018,11,Agression,34,13,6
Sud,2018,11,Cambriolage,20,9,8
Sud,2018,11,Homicide,1,0,0
Sud,2018,11,Cybercriminalite,5,1,1
Sud,2018,11,Fraude,9,4,2
Sud,2018,12,Vol,51,23,24
Sud,2018,12,Agression,32,16,12
Sud,2018,12,Cambriolage,24,7,10
Sud,2018,12,Homicide,1,0,0
Sud,2018,12,Cybercriminalite,5,1,2
Sud,2018,12,Fraude,8,3,3
Sud,2019,1,Vol,36,12,11
Sud,2019,1,Agression,24,9,6
Sud,2019,1,Cambriolage,24,7,5
Sud,2019,1,Homicide,1,0,0
Sud,2019,1,Cybercriminalite,5,2,2
Sud,2019,1,Fraude,10,5,3
Sud,2019,2,Vol,42,16,10
Sud,2019,2,Agression,21,11,4
Sud,2019,2,Cambriolage,22,9,7
Sud,2019,2,Homicide,1,0,0
Sud,2019,2,Cybercriminalite,4,1,1
Sud,2019,2,Fraude,9,3,2
Sud,2019,3,Vol,38,13,18
Sud,2019,3,Agression,25,12,10
Sud,2019,3,Cambriolage,25,13,5
Sud,2019,3,Homicide,2,0,0
Sud,2019,3,Cybercriminalite,5,2,1
Sud,2019,3,Fraude,11,6,3
Sud,2019,4,Vol,52,21,13
Sud,2019,4,Agression,24,12,9
Sud,2019,4,Cambriolage,16,6,5
Sud,2019,4,Homicide,2,0,0
Sud,2019,4,Cybercriminalite,4,2,1
Sud,2019,4,Fraude,9,3,3
Sud,2019,5,Vol,43,17,13
Sud,2019,5,Agression,36,20,12
Sud,2019,5,Cambriolage,24,9,11
Sud,2019,5,Homicide,1,0,0
Sud,2019,5,Cybercriminalite,4,1,0
Sud,2019,5,Fraude,10,4,3
Sud,2019,6,Vol,37,20,9
Sud,2019,6,Agression,33,15,9
Sud,2019,6,Cambriolage,24,11,9
Sud,2019,6,Homicide,2,1,0
Sud,2019,6,Cybercriminalite,6,2,1
Sud,2019,6,Fraude,7,3,1
Sud,2019,7,Vol,60,34,21
Sud,2019,7,Agression,25,11,7
Sud,2019,7,Cambriolage,19,6,4
Sud,2019,7,Homicide,1,0,0
Sud,2019,7,Cybercriminalite,4,2,1
Sud,2019,7,Fraude,9,4,2
Sud,2019,8,Vol,52,30,21
Sud,2019,8,Agression,28,10,13
Sud,2019,8,Cambriolage,17,5,7
Sud,2019,8,Homicide,2,0,0
Sud,2019,8,Cybercriminalite,3,1,1
Sud,2019,8,Fraude,10,4,2
Sud,2019,9,Vol,37,17,7
Sud,2019,9,Agression,36,12,12
Sud,2019,9,Cambriolage,23,13,6
Sud,2019,9,Homicide,2,0,0
Sud,2019,9,Cybercriminalite,5,1,1
Sud,2019,9,Fraude,12,6,4
Sud,2019,10,Vol,55,23,25
Sud,2019,10,Agression,30,12,6
Sud,2019,10,Cambriolage,24,13,10
Sud,2019,10,Homicide,1,0,0
Sud,2019,10,Cybercriminalite,5,2,1
Sud,2019,10,Fraude,10,4,2
Sud,2019,11,Vol,60,24,16
Sud,2019,11,Agression,25,7,9
Sud,2019,11,Cambriolage,22,6,7
Sud,2019,11,Homicide,1,0,0
Sud,2019,11,Cybercriminalite,3,0,1
Sud,2019,11,Fraude,8,3,2
Sud,2019,12,Vol,53,21,23
Sud,2019,12,Agression,36,18,17
Sud,2019,12,Cambriolage,17,8,7
Sud,2019,12,Homicide,2,0,0
Sud,2019,12,Cybercriminalite,4,1,1
Sud,2019,12,Fraude,12,4,4
Sud,2020,1,Vol,53,22,24
Sud,2020,1,Agression,22,12,8
Sud,2020,1,Cambriolage,21,7,6
Sud,2020,1,Homicide,1,0,0
Sud,2020,1,Cybercriminalite,3,1,1
Sud,2020,1,Fraude,12,6,4
Sud,2020,2,Vol,59,18,21
Sud,2020,2,Agression,35,16,13
Sud,2020,2,Cambriolage,25,9,7
Sud,2020,2,Homicide,1,0,0
Sud,2020,2,Cybercriminalite,6,3,2
Sud,2020,2,Fraude,11,3,4
Sud,2020,3,Vol,45,15,18
Sud,2020,3,Agression,27,11,6
Sud,2020,3,Cambriolage,22,10,4
Sud,2020,3,Homicide,2,0,0
Sud,2020,3,Cybercriminalite,5,2,1
Sud,2020,3,Fraude,8,4,2
Sud,2020,4,Vol,62,28,19
Sud,2020,4,Agression,29,9,6
Sud,2020,4,Cambriolage,14,5,4
Sud,2020,4,Homicide,2,0,0
Sud,2020,4,Cybercriminalite,5,2,1
Sud,2020,4,Fraude,12,6,2
Sud,2020,5,Vol,35,18,13
Sud,2020,5,Agression,26,10,7
Sud,2020,5,Cambriolage,16,6,3
Sud,2020,5,Homicide,1,0,0
Sud,2020,5,Cybercriminalite,4,1,1
Sud,2020,5,Fraude,12,6,4
Sud,2020,6,Vol,55,29,15
Sud,2020,6,Agression,26,12,12
Sud,2020,6,Cambriolage,15,8,5
Sud,2020,6,Homicide,2,0,0
Sud,2020,6,Cybercriminalite,4,2,1
Sud,2020,6,Fraude,9,3,3
Sud,2020,7,Vol,39,22,11
Sud,2020,7,Agression,26,15,9
Sud,2020,7,Cambriolage,14,4,6
Sud,2020,7,Homicide,2,1,0
Sud,2020,7,Cybercriminalite,4,2,1
Sud,2020,7,Fraude,10,5,2
Sud,2020,8,Vol,62,31,24
Sud,2020,8,Agression,29,12,5
Sud,2020,8,Cambriolage,21,8,5
Sud,2020,8,Homicide,1,0,0
Sud,2020,8,Cybercriminalite,4,1,1
Sud,2020,8,Fraude,9,3,3
Sud,2020,9,Vol,44,17,17
Sud,2020,9,Agression,37,16,15
Sud,2020,9,Cambriolage,16,5,3
Sud,2020,9,Homicide,2,0,0
Sud,2020,9,Cybercriminalite,6,2,2
Sud,2020,9,Fraude,11,5,2
Sud,2020,10,Vol,39,18,16
Sud,2020,10,Agression,23,11,5
Sud,2020,10,Cambriolage,21,9,6
Sud,2020,10,Homicide,2,0,0
Sud,2020,10,Cybercriminalite,5,2,1
Sud,2020,10,Fraude,12,4,5
Sud,2020,11,Vol,50,19,14
Sud,2020,11,Agression,26,7,12
Sud,2020,11,Cambriolage,17,8,6
Sud,2020,11,Homicide,1,0,0
Sud,2020,11,Cybercriminalite,5,2,2
Sud,2020,11,Fraude,10,3,4
Sud,2020,12,Vol,46,27,13
Sud,2020,12,Agression,30,14,12
Sud,2020,12,Cambriolage,15,8,3
Sud,2020,12,Homicide,2,0,0
Sud,2020,12,Cybercriminalite,4,1,1
Sud,2020,12,Fraude,7,2,3
Sud,2021,1,Vol,55,31,11
Sud,2021,1,Agression,29,12,13
Sud,2021,1,Cambriolage,24,13,9
Sud,2021,1,Homicide,2,0,0
